ERA,FIP,HR9,OPS,xFIP,K_pct,stale,BB_pct,F5_ERA,avg_IP,starts,away_ERA,home_ERA,OOR_faced,wRC_faced,PALS_faced,l14_starts,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,data_source,low_osi_ERA,high_osi_ERA,pitcher_hand,pitcher_name,pitcher_team,staleness_warning
3.38,3.28,0.56,0.66,3.79,21.4,TRUE,11.4,2.77,4.92,13,3.48,3.26,32.2,94.7,24.5,3,674841,38.9,36.4,41.2,48.5,79.8,L14,3.48,,L,Andrew Alvarez,WSN,HR/9 drift 0.68 (season 0.50 -> L14 1.18)
2.2,3.83,1.06,0.63,3.9,20.6,TRUE,7.1,2.33,6.02,17,2.06,2.36,48.5,103.6,40.1,3,675512,44.5,46,52.6,65.8,89.6,L14,0.73,0,R,Troy Melton,DET,K% drift 6.5 pts (season 20.6 -> L14 14.1); BB% drift 2.0 pts (season 7.1 -> L14 5.1); HR/9 drift 1.02 (season 1.06 -> L14 2.08)
4.41,3.29,0.97,0.71,4.02,23.1,FALSE,8.6,4.16,5.23,16,3.65,5.01,36.5,95.7,26.2,2,675660,39,43.8,43.7,46.9,84.8,L14,4.53,5.06,L,Shane Drohan,MIL,L14 rates within drift thresholds.
27,4.2,0,0.76,4.91,33.3,FALSE,0,3.6,0.67,1,27,,41.4,105.2,26.5,0,675848,36.3,42,49,66.1,30,season,27,,R,Juan Mejia,COL,L14 file or pitcher row missing -- using season data.
5.31,5.28,2.08,0.83,4.32,27.9,FALSE,12.1,5.18,4.88,8,5.97,3.48,43.4,97.3,29.6,0,675911,42.9,49.3,45.8,43.9,86.4,season,6.43,0,R,Spencer Strider,ATL,L14 file or pitcher row missing -- using season data.
4.7,4.95,0,0.84,4.96,23.7,FALSE,18.4,7.8,2.56,3,4.7,,29.7,95.3,23.2,0,675989,42.9,44.6,39,29.9,55.3,season,4.7,,R,Cody Bolton,HOU,L14 file or pitcher row missing -- using season data.
4.15,4.07,1.06,0.74,4.22,16.2,TRUE,6.5,4.05,5.1,20,4.78,3.68,51.5,102.4,40.7,2,676083,49,49.8,54.2,62.9,80.9,L14,2.81,3.04,R,Janson Junk,MIA,K% drift 5.0 pts (season 16.1 -> L14 11.1); HR/9 drift 1.05 (season 1.05 -> L14 0.00)
3.57,3.85,1.3,0.69,3.94,22.3,TRUE,5.7,3.38,5.55,25,3.94,3.25,48.7,100.2,37.5,2,676106,49.2,47.7,51.6,57.8,86.8,L14,3.15,7.36,R,Emerson Hancock,SEA,K% drift 8.3 pts (season 22.3 -> L14 14.0); BB% drift 5.7 pts (season 5.7 -> L14 0.0); HR/9 drift 2.23 (season 1.30 -> L14 3.53)
0,3.44,0,0.61,3.18,100,FALSE,0,10.8,1,1,0,,46.3,98.8,27.8,0,676263,28.5,30.3,44.1,71.2,14,season,0,,L,Jack Dreyer,LAD,L14 file or pitcher row missing -- using season data.
3.81,3.96,1.02,0.75,4.18,24.5,TRUE,11.7,4.47,4.89,29,3.81,3.82,43.1,97.6,35.6,3,676282,43.1,45,48.5,56.4,84.8,L14,3.83,6.14,L,Joey Cantillo,CLE,K% drift 8.5 pts (season 24.5 -> L14 16.0); BB% drift 5.7 pts (season 11.7 -> L14 17.3); HR/9 drift 0.43 (season 1.02 -> L14 0.59)
3.88,4.46,1.44,0.7,4.33,19.3,TRUE,6.9,4.11,5.8,28,3.99,3.8,48.4,101.6,36.5,2,676440,49.2,47.5,51.9,58.8,90.4,L14,3.1,10.29,R,Tanner Bibee,CLE,HR/9 drift 0.69 (season 1.44 -> L14 0.75)
9.82,10.06,4.91,1.43,4.06,26.3,FALSE,0,9,3.67,1,,9.82,2.8,80.2,4.1,0,676467,37.4,38.7,29.5,13.2,68,season,9.82,,L,Colton Gordon,HOU,L14 file or pitcher row missing -- using season data.
1.8,4.87,1.2,0.67,5.33,19,FALSE,6.9,3.44,1.36,11,2.08,1.42,44.9,92.4,38.7,0,676571,47.3,46.4,51.1,59.1,21.2,season,2.7,0,L,PJ Poulin,WSN,L14 file or pitcher row missing -- using season data.
4.76,4.97,1.91,0.75,5.07,17.7,FALSE,7.3,5.7,4.72,6,4.3,5.27,54.1,96.1,47.5,0,676664,55.2,52.2,57.4,64.9,74.3,season,6.75,5.59,L,JP Sears,SDP,L14 file or pitcher row missing -- using season data.
7.71,2.83,0,0.63,2.88,40,FALSE,0,3.6,2.33,1,,7.71,83.5,120.7,53.6,0,676879,44.2,67.8,70.2,91.4,44,season,,7.71,L,Aaron Ashby,MIL,L14 file or pitcher row missing -- using season data.
3.12,3.13,1,0.67,3.35,27.7,TRUE,7.2,3.66,5.26,29,2.94,3.27,41.6,99.9,33.7,2,676917,45.6,45,48.4,54.3,86.4,L14,2.49,2.04,R,Cade Cavalli,WSN,K% drift 9.8 pts (season 27.7 -> L14 37.5); BB% drift 2.8 pts (season 7.2 -> L14 10.0); HR/9 drift 0.80 (season 1.00 -> L14 1.80)
1.7,2.41,0.21,0.5,3.6,25,FALSE,6.7,1.8,5.29,8,1.04,2.76,39.5,103.1,35,0,676962,43,36.6,46.2,59.5,75.4,season,1.32,5.4,R,Ben Brown,CHC,L14 file or pitcher row missing -- using season data.
2.68,3.32,0.89,0.63,3.75,26.2,FALSE,8.9,3.42,5.55,20,3.09,2.26,42.8,99.6,33.7,0,676974,43.1,46.2,49,56.4,89.4,season,2.36,3.07,R,Max Meyer,MIA,L14 file or pitcher row missing -- using season data.
6.3,3.9,1.5,0.82,3.62,26.8,FALSE,8,6.9,5,6,6.75,5.56,53,96.7,37.6,0,676979,41.9,49.2,50,56.9,86.3,season,3.27,2.84,L,Garrett Crochet,BOS,L14 file or pitcher row missing -- using season data.
4.78,4.52,1.34,0.81,4.42,17.8,FALSE,7.4,4.46,5.11,21,5.08,4.27,48.5,100.9,41.9,0,677944,45,48.5,50.9,58,84.8,season,5.44,1.59,R,Slade Cecconi,CLE,L14 file or pitcher row missing -- using season data.
3.59,3.41,1.18,0.66,3.34,25.4,TRUE,5.4,4.13,5.94,27,3.59,3.59,53.1,100.5,38.8,2,677952,45.9,52.5,53.1,59.1,86.9,L14,3.09,5.18,R,Braxton Ashcraft,PIT,K% drift 13.8 pts (season 25.4 -> L14 11.6); HR/9 drift 1.18 (season 1.18 -> L14 0.00)
4.77,4.26,1.38,0.75,4.1,20.7,TRUE,9.9,5.25,4.88,24,4.79,4.76,53.5,102.6,40.7,2,677958,45.3,48.1,51.5,59.9,84.5,L14,4.12,5.4,R,Kumar Rocker,TEX,K% drift 14.0 pts (season 21.8 -> L14 35.7); BB% drift 7.0 pts (season 9.7 -> L14 16.7)
3.6,3.55,1.18,0.7,3.21,25.2,FALSE,6.7,3.89,5.49,25,3.09,3.99,42.8,94.9,40.3,1,677960,43.8,38.5,45.9,55.7,91.2,season,4.65,1.69,L,Ryan Weathers,NYY,Fewer than 2 L14 starts (1) -- using season data.
2.81,4.04,0.75,0.7,4.37,17.5,TRUE,9.2,2.8,5.33,9,1.14,4.44,45.6,102.3,37.3,3,677976,46.2,44.3,50.7,61.2,91.7,L14,4.58,7.2,R,Randy Dobnak,KCR,K% drift 4.9 pts (season 16.2 -> L14 21.1); HR/9 drift 0.91 (season 0.78 -> L14 1.69)
7.6,4.59,2.26,0.82,4.56,24.6,FALSE,10.4,7.05,4.64,12,7.94,7.45,44.6,100,30.8,1,678022,49.2,47.3,50.9,56.4,82.8,season,8.04,6.75,R,Jack Perkins,ATH,Fewer than 2 L14 starts (1) -- using season data.
10.35,4.14,2.52,0.77,4.42,11.9,FALSE,11.4,10.58,4.46,8,10.03,10.95,50.7,102.6,45.4,0,678394,45.1,46.4,49.8,57,88.8,season,6.6,8.1,R,Brayan Bello,BOS,L14 file or pitcher row missing -- using season data.
7.71,3.8,3.86,0.51,4.34,0,FALSE,0,5.4,2.33,1,,7.71,15.4,95.4,53.3,0,678868,62.7,10.7,32.5,35.9,20,season,7.71,,R,Eddy Yean,WSN,L14 file or pitcher row missing -- using season data.
5.52,4.18,1.43,0.76,4.44,21.1,FALSE,10.3,5.76,4.4,10,6.41,4.81,50.8,101.9,35.7,0,678906,44,48.5,50.1,56.2,76.3,season,4.5,2.45,R,Kai-Wei Teng,HOU,L14 file or pitcher row missing -- using season data.
9,3.95,0,0.8,3.93,20,FALSE,0,10.8,1,1,9,,88.5,120.8,53.4,0,679775,59.2,85.5,70.7,62.1,15,season,,9,L,Kyle Backhus,PHI,L14 file or pitcher row missing -- using season data.
6.27,4.46,1.22,0.8,4.86,19.4,FALSE,14.2,5.85,4.31,12,4.91,9.6,46,102.2,33.2,0,679883,44.6,46.3,50.3,58.9,78.6,season,8.24,6.23,R,Luinder Avila,KCR,L14 file or pitcher row missing -- using season data.
6.03,4.53,1.39,0.84,4.62,20.7,TRUE,9.5,6.98,4.85,16,3.9,7.54,47.7,103.8,36.6,3,680570,48.1,49.7,54,63.1,87.6,L14,5.36,10.24,R,Grayson Rodriguez,LAA,BB% drift 3.0 pts (season 9.5 -> L14 6.5); HR/9 drift 0.40 (season 1.39 -> L14 0.99)
8.26,5.74,1.81,0.9,5.75,11.2,FALSE,10.7,8.64,4.47,10,8.53,7.91,43.5,100.2,41,0,680573,55,38.6,47.7,52.9,80.8,season,9.97,10.38,R,Simeon Woods Richardson,MIN,L14 file or pitcher row missing -- using season data.
36,11.2,9,1.04,5.33,28.6,FALSE,28.6,10.8,1,1,,36,48,95.7,53.9,0,680689,55.6,41.8,47.6,48.4,30,season,,,R,Lyon Richardson,CIN,L14 file or pitcher row missing -- using season data.
4.01,4.04,1.03,0.76,4.18,21.6,TRUE,10.1,4.87,5.48,27,4.45,3.46,44.8,99.9,39.1,3,680694,48.6,44.7,48.7,53.2,92.1,L14,3.91,5.03,R,Kyle Bradish,BAL,HR/9 drift 1.49 (season 1.03 -> L14 2.52)
3.47,3.5,1.04,0.66,3.91,26,TRUE,8.8,3.52,5.4,24,2.72,3.99,51,101.2,37.8,3,680732,51.1,53.2,54.7,59.2,92.1,L14,3.14,5.4,R,Sean Burke,CHW,K% drift 6.0 pts (season 26.3 -> L14 20.3); BB% drift 10.2 pts (season 8.5 -> L14 18.8)
3.46,4.18,1.4,0.68,4.39,19.6,FALSE,5.4,3.42,6.12,20,3.86,2.96,43,96,32.2,0,680736,49.1,45.5,47.6,48.9,92,season,2,6.75,L,Justin Wrobleski,LAD,L14 file or pitcher row missing -- using season data.
5.4,3.38,2.7,0.6,3.67,26.7,FALSE,13.3,3.6,3.33,1,5.4,,47,110.2,24.8,0,680744,77.1,41.9,54.5,52.9,48,season,,,R,Ty Madden,DET,L14 file or pitcher row missing -- using season data.
1,4.04,0,0.65,4.27,24.3,FALSE,21.6,1.58,1.12,8,0,1.69,53.4,99.1,44.2,0,680755,48.9,53.4,53.3,56.3,17.1,season,0,0,R,Braydon Fisher,TOR,L14 file or pitcher row missing -- using season data.
5.14,7.1,2.57,0.99,4.84,20,FALSE,22.9,4.5,3.5,2,5.4,4.91,24.3,94.7,19.9,0,680802,46.3,42.4,38.6,28.5,81,season,5.14,,R,Ryan Weiss,HOU,L14 file or pitcher row missing -- using season data.
3.8,3.48,0.95,0.68,3.92,27.4,TRUE,10.7,3.51,4.73,20,3.98,3.59,45.9,101.1,39,2,681035,45.5,44.8,49.7,58.2,86.2,L14,3.18,5.79,R,Christian Scott,NYM,K% drift 9.6 pts (season 27.4 -> L14 17.8); BB% drift 9.3 pts (season 10.7 -> L14 20.0); HR/9 drift 0.99 (season 0.95 -> L14 1.94)
3.81,4.21,1.05,0.75,4.76,15.1,TRUE,7,4.5,5.05,22,3.48,4.13,44.1,100.4,30.7,3,681190,45.2,49.2,50.1,54.5,79.8,L14,3.69,8.76,R,Randy Vásquez,SDP,HR/9 drift 1.06 (season 1.06 -> L14 0.00)
4.7,4.78,1.27,0.71,5,22.4,FALSE,12.8,5.1,5.11,18,5.98,3.38,47.6,100.2,36.7,1,681293,46.1,47.2,49.1,53.5,87.9,season,2.87,5.06,R,Spencer Arrighetti,TOR,Fewer than 2 L14 starts (1) -- using season data.
10.8,5.26,1.08,0.96,5.64,22.4,FALSE,18.4,10.2,2.78,3,19.29,0,57.6,105.8,45.9,0,681343,51.5,58.7,59.4,65.9,75,season,21,16.2,R,Shane Smith,CHW,L14 file or pitcher row missing -- using season data.
6.05,5.51,2.02,0.86,4.73,17.7,FALSE,8.4,6.78,5.51,17,5.13,7.24,42.3,99.3,34.9,0,681347,42.3,42.9,45.5,50.8,91.8,season,5.09,8.68,R,Mike Burrows,HOU,L14 file or pitcher row missing -- using season data.
3.13,3.46,0.9,0.73,3.8,21.7,TRUE,7,2.84,4.97,26,3.38,2.91,42.2,97.7,32.4,2,681517,43.9,44.2,46,49.6,82.2,L14,3.42,1.23,R,Kyle Leahy,STL,BB% drift 3.4 pts (season 7.0 -> L14 10.3); HR/9 drift 0.39 (season 0.90 -> L14 1.29)
9,3.92,0,0.77,3.93,9.1,FALSE,18.2,8.1,1,2,0,18,46.5,99.1,37.1,0,681810,41.8,45.7,47.8,54.6,26,season,9,,R,Austin Warren,NYM,L14 file or pitcher row missing -- using season data.
4.58,4.73,1.59,0.76,4.82,22.3,TRUE,11.3,5.13,4.82,20,4.02,5.11,45.5,101.7,33.2,3,682052,43.5,48.6,52.6,63.8,85.6,L14,4.47,4.15,L,Jacob Lopez,ATH,K% drift 9.3 pts (season 22.1 -> L14 31.4); BB% drift 2.6 pts (season 11.2 -> L14 8.6); HR/9 drift 0.40 (season 1.46 -> L14 1.06)
5.94,5.59,1.35,0.83,6.1,15.8,FALSE,14.5,5.91,4.76,7,3.31,8.47,35.2,91,26.4,1,682227,41.3,37.9,43.7,52.2,86.4,season,4.61,,L,Brandon Williamson,CIN,Fewer than 2 L14 starts (1) -- using season data.
4.04,4.2,1.54,0.7,4.07,24,TRUE,6.9,4.24,5.51,17,4.8,3.14,52.2,102,38.5,2,682243,45.3,49.6,52.5,61,85.1,L14,3.14,7.04,R,Bryce Miller,SEA,K% drift 5.3 pts (season 23.9 -> L14 18.6); BB% drift 12.1 pts (season 6.6 -> L14 18.6); HR/9 drift 0.62 (season 1.55 -> L14 2.17)
0,2.27,0,0.56,1.99,38.1,FALSE,14.3,0.72,1,5,0,0,46.4,94.5,37,0,682254,46.8,53.7,50.7,50,14.2,season,0,0,L,Mason Montgomery,PIT,L14 file or pitcher row missing -- using season data.
4.83,4.08,1.49,0.74,3.63,26.6,TRUE,8.7,4.95,4.54,16,4.28,5.31,51.7,99.7,34.5,2,683003,50.6,55.2,53,52.4,76.3,L14,4.69,4,R,Jared Jones,PIT,BB% drift 5.3 pts (season 8.6 -> L14 14.0); HR/9 drift 0.39 (season 1.49 -> L14 1.10)
5.29,4.61,1.57,0.77,4.44,23.4,FALSE,9.9,5.64,5.33,15,5.54,5.05,52.1,101.8,39.1,0,683004,43,52.2,50.8,54.8,93.1,season,5.23,5.65,R,Jack Leiter,TEX,L14 file or pitcher row missing -- using season data.
8.31,4.95,2.08,1.08,4.86,22.2,FALSE,5.6,9,4.33,1,,8.31,2.8,94.7,4.1,0,683155,42.3,43.9,33.4,15,71,season,8.31,,R,Joey Estes,ATH,L14 file or pitcher row missing -- using season data.
4.7,5.06,1.02,0.77,5.76,15.5,TRUE,13.9,4.86,4.4,10,6.17,3.05,48.1,98,31,2,683352,44.9,51.1,50,52.5,72.6,L14,4.81,9,L,Mitch Bratt,ARI,HR/9 drift 1.02 (season 1.02 -> L14 0.00)
4.63,3.7,0.77,0.68,4.87,12.8,FALSE,4.3,3,3.89,3,6.35,3,47.2,103.6,28.4,2,683363,60.7,55.5,56.7,55.4,60.3,L14,,,L,Matt Wilkinson,SFG,L14 rates within drift thresholds.
0,2.31,0,0.5,3.56,25,FALSE,0,5.4,1,1,,0,45.2,86.8,29.6,0,683618,46.1,51.7,38.8,19,21,season,0,,R,Edgardo Henriquez,LAD,L14 file or pitcher row missing -- using season data.
5.4,4.08,1.8,0.64,4.7,28.6,FALSE,0,5.4,5,1,5.4,,48.2,104.6,52.9,1,683627,52.4,47.1,54.3,64,75,season,,,R,Anthony Molina,SFG,Fewer than 2 L14 starts (1) -- using season data.
4.01,4.68,1.98,0.74,3.95,24,TRUE,5.7,3.73,5.57,27,3.65,4.23,48.7,97.4,35.6,2,684007,41.7,49.9,49,53.2,89.4,L14,3.29,5.85,L,Shota Imanaga,CHC,BB% drift 2.2 pts (season 5.7 -> L14 7.9); HR/9 drift 3.16 (season 1.98 -> L14 5.14)
6.53,5.62,2.18,0.95,5.6,17.9,FALSE,7.4,6.12,4.13,5,8.25,4.15,49.5,96.5,33.3,1,684442,44.3,46.7,53.1,66.7,76.4,season,7.88,9,L,Kohl Drake,ARI,Fewer than 2 L14 starts (1) -- using season data.
7.71,4.06,3.86,0.8,3.69,28.6,FALSE,4.8,4.05,1.17,4,6.75,9,45.9,91.4,43.2,0,685126,47.6,44.6,51,60.8,23.8,season,0,,L,Brandon Eisert,CHW,L14 file or pitcher row missing -- using season data.
5.13,4.51,1.79,0.86,4.6,15.1,TRUE,4.5,6.52,5.04,8,1.59,7.71,50.4,104.2,34.5,3,685299,35.2,38.9,45,58.9,79.5,L14,7.71,1.5,R,Tanner Gordon,COL,K% drift 4.7 pts (season 18.8 -> L14 14.1); HR/9 drift 0.68 (season 1.73 -> L14 1.05)
5.29,4.51,1.89,0.8,3.82,26.2,FALSE,7.3,4.5,4.77,20,5.28,5.29,42.3,96.8,28.6,0,686218,44.1,44.6,46.2,49.4,84.9,season,5.53,3.75,R,Emmet Sheehan,LAD,L14 file or pitcher row missing -- using season data.
3.33,4.21,1.11,0.66,3.98,25.3,TRUE,12.9,3.36,5.4,15,2.67,3.8,38.3,100.3,32.4,2,686613,43.8,35,43.6,53.4,93.4,L14,3,,R,Hunter Brown,HOU,BB% drift 4.8 pts (season 12.9 -> L14 8.2); HR/9 drift 0.32 (season 1.11 -> L14 0.79)
5.12,3.75,0.9,0.72,4.16,18.4,FALSE,7.4,5.66,5.02,14,3.6,6.62,54.2,100.9,41.2,0,686790,55.5,54.9,55.4,55.9,81.2,season,5.11,5.21,R,Trevor McDonald,SFG,L14 file or pitcher row missing -- using season data.
6.19,4.74,0.98,0.74,4.96,15.9,FALSE,12.2,6.23,4.92,13,8.39,3.64,51.3,102.6,43.4,0,686799,51.3,50.1,54.1,60.8,85.1,season,4.13,11.08,R,Jack Kochanowicz,LAA,L14 file or pitcher row missing -- using season data.
10.69,6.84,3.94,0.91,5.27,18.8,FALSE,13.8,9,4,4,14.14,8,43.7,94.1,30.6,0,686930,57.8,47.3,47.5,40.5,76.2,season,7.71,,R,Mason Barnett,ATH,L14 file or pitcher row missing -- using season data.
3.38,4.27,1.17,0.72,4.33,18.5,TRUE,8.3,3.99,5.67,23,3.39,3.37,47.5,102,39.9,2,687064,48.5,44.7,50.6,58.7,90.2,L14,4.24,3.32,R,Brandon Young,BAL,K% drift 4.2 pts (season 18.5 -> L14 14.3); HR/9 drift 0.31 (season 1.17 -> L14 1.48)
5.2,4.82,1.63,0.79,4.36,24.3,FALSE,11,4.93,4.65,19,3.91,6.75,46.2,98.9,32.7,0,687075,43.8,45.8,48.1,53.9,83.3,season,4.17,6.23,R,Brandon Sproat,MIL,L14 file or pitcher row missing -- using season data.
10.97,3.53,0.84,0.85,5.3,23.6,FALSE,10.9,6.6,1.78,6,22.5,8.31,34.6,94.7,32.2,0,687223,42.3,44.9,45.2,47.8,38.8,season,10.8,3,L,Carson Palmquist,WSN,L14 file or pitcher row missing -- using season data.
5.03,2.95,0.46,0.73,4.15,22.5,TRUE,9,4.95,4.92,4,6.43,1.59,28,92.2,32.2,2,687273,40.7,37.5,40.8,44.6,98.2,L14,5.74,,L,Quinn Mathews,STL,BB% drift 4.8 pts (season 9.0 -> L14 4.2); HR/9 drift 0.46 (season 0.46 -> L14 0.00)
6.57,3.94,0.91,0.74,4.65,18.6,TRUE,9.1,6.3,4.93,10,9,4.26,57.3,101.3,35.2,3,687312,43.5,45.6,47.8,53.4,84.5,L14,9.33,4.5,R,Gabriel Hughes,COL,K% drift 4.8 pts (season 18.2 -> L14 13.4); BB% drift 2.9 pts (season 9.1 -> L14 11.9); HR/9 drift 0.41 (season 0.86 -> L14 1.27)
3.86,3.84,1.23,0.72,4.14,18.4,TRUE,7.7,4.11,4.17,14,4.15,3.62,40.3,96.7,27.8,3,687473,45.6,42.4,46.1,50.6,67.2,L14,4.42,1.08,R,Ryan Gusto,MIA,K% drift 6.0 pts (season 19.1 -> L14 13.1); BB% drift 3.1 pts (season 6.7 -> L14 9.8); HR/9 drift 1.06 (season 1.06 -> L14 0.00)
3.27,3.07,0.67,0.59,3.88,19.8,TRUE,4.8,3.38,5.85,16,3.02,3.52,46.6,95.8,37.9,2,687562,38.7,38.8,43.3,51.8,82.2,L14,3.86,4.76,L,Jake Bennett,BOS,K% drift 6.2 pts (season 19.8 -> L14 26.0); BB% drift 2.8 pts (season 4.8 -> L14 2.0)
5.55,3.74,1.18,0.75,3.89,24.7,TRUE,9.1,6.44,5.21,19,6.4,4.83,44.5,94,36.5,2,687570,47.3,47.2,48.1,49.9,88.4,L14,5.4,,L,Connor Prielipp,MIN,BB% drift 2.6 pts (season 8.9 -> L14 6.2); HR/9 drift 0.31 (season 1.12 -> L14 0.81)
9,4.24,0,0.86,4.92,16.7,FALSE,16.7,7.2,1,1,,9,46.2,97.8,33.8,0,687606,47.5,57.4,56,60.6,26,season,,,R,Paxton Schultz,WSN,L14 file or pitcher row missing -- using season data.
13.5,8.89,0,1.22,6.3,5,FALSE,5,12.6,4,1,13.5,,83.5,108.3,53.6,0,687765,49.3,61.8,67.2,86,63,season,,13.5,R,Mitch Spence,KCR,L14 file or pitcher row missing -- using season data.
13.5,4.48,0,0.78,4.08,25,FALSE,50,1.8,0.67,1,13.5,,25.9,90.7,15.4,0,687911,27.2,20.8,40.9,73.6,19,season,13.5,,L,Bryan King,HOU,L14 file or pitcher row missing -- using season data.
6.49,5.29,1.3,0.85,5.96,15.9,FALSE,12.8,5.62,4.33,8,10.34,3.32,32.5,95.1,22.9,1,687931,41.2,38.9,42.1,46.3,77.1,season,5.81,,L,Carson Whisenhunt,SFG,Fewer than 2 L14 starts (1) -- using season data.
0,3.02,0,0.56,3.92,22.2,FALSE,0,2.7,1.33,2,0,0,63.4,107.6,53.2,1,687941,47.5,52.4,57.3,69.8,16,season,,,L,Alec Gamboa,BOS,Fewer than 2 L14 starts (1) -- using season data.
4.76,4.09,1.44,0.75,4.28,21.5,TRUE,7.1,5.62,5.08,16,5.44,4.05,48.9,95.8,34.5,2,688107,41.4,49.7,48.5,52.2,85.6,L14,5.59,5.4,L,Robert Gasser,MIL,BB% drift 8.2 pts (season 7.2 -> L14 15.4); HR/9 drift 1.35 (season 1.35 -> L14 0.00)
1.69,4.29,1.69,0.79,5.35,14,FALSE,11.6,1.2,3.56,3,0,6,58,100.6,42.4,1,688642,56.2,48.2,50,47.9,56.7,season,0,6,R,Zach Agnos,COL,Fewer than 2 L14 starts (1) -- using season data.
2.08,3.68,0,0.64,4.23,19,FALSE,19,2.25,1.08,4,2.08,,60.8,97.1,60.9,1,689254,42.3,55,55.5,65.6,19.2,season,0,,L,Mason Fluharty,TOR,Fewer than 2 L14 starts (1) -- using season data.
5.94,4.39,1.08,0.8,5.29,13.2,FALSE,6.6,4.95,4.17,4,3.14,23.14,39.5,104.8,29.3,0,689441,37,35.8,47.1,67.2,69,season,7.71,,R,Coleman Crow,MIL,L14 file or pitcher row missing -- using season data.
5.62,5.78,1.12,0.79,4.17,21.9,FALSE,10.9,6.6,5.33,3,18,1.5,49.3,104.3,42.3,0,689818,51.4,48.3,55.4,66.4,77.3,season,,,R,David Sandlin,CHW,L14 file or pitcher row missing -- using season data.
3,5.43,2,0.83,4.63,26.3,FALSE,13.2,2.7,4.5,2,3,,65.9,106.5,53.2,2,690279,50.8,54.4,60.8,75,74.5,L14,,2.25,R,Mason Adams,COL,L14 rates within drift thresholds.
3.82,4.19,1.12,0.72,4.26,22,FALSE,12.1,4.5,5,8,3.9,3.6,45.6,100.7,38.3,1,690928,41.8,48,48.8,54.9,88.5,season,3.26,3.86,R,Hunter Dobbins,STL,Fewer than 2 L14 starts (1) -- using season data.
2.12,2.31,0,0.73,4.33,26,FALSE,8.2,3.6,5.67,3,,2.12,50.7,100.3,34.6,0,690953,57.4,48,49.9,46.7,92,season,0,,R,Mick Abel,MIN,L14 file or pitcher row missing -- using season data.
3.45,3.79,1.6,0.72,3.28,29.1,TRUE,6.5,3.6,4.86,22,5.94,1.26,55.2,100.4,41,2,690986,44,50.4,52.4,60.6,85.6,L14,2.64,4.85,L,Kyle Harrison,MIL,K% drift 11.3 pts (season 29.1 -> L14 17.8); HR/9 drift 4.99 (season 1.60 -> L14 6.59)
2.45,4.6,1.23,0.52,3.71,15.4,FALSE,7.7,2.7,3.67,2,0,2.84,64.7,101.5,44.7,0,690990,51.1,52.5,55.8,62.9,46,season,0,2.84,R,Cade Horton,CHC,L14 file or pitcher row missing -- using season data.
3.06,3.32,0.87,0.62,3.68,26.7,TRUE,9.5,3.6,5.77,27,2.49,3.62,47.3,100.1,35.8,2,690997,46.4,46.9,49.8,55.4,94.2,L14,2.64,5.47,R,Nolan McLean,NYM,K% drift 6.7 pts (season 26.7 -> L14 20.0); BB% drift 4.5 pts (season 9.5 -> L14 14.0); HR/9 drift 0.87 (season 0.87 -> L14 0.00)
3.72,3.9,1.13,0.67,3.98,26.1,TRUE,10.6,4.03,5.41,25,4.54,2.81,44.2,100.4,35.5,3,691587,47.4,46.9,50.1,55.7,90.8,L14,2.52,3.75,R,Eury Pérez,MIA,K% drift 6.7 pts (season 26.1 -> L14 19.4); BB% drift 5.5 pts (season 10.6 -> L14 16.1); HR/9 drift 1.82 (season 1.13 -> L14 2.95)
5.57,4.52,1.51,0.76,4.33,19.6,TRUE,8,5.31,5.02,19,4.99,6.28,51.3,100.2,37.3,3,691725,43.1,45.9,49.5,58.2,84.5,L14,4.02,4.26,R,Andrew Painter,PHI,K% drift 7.4 pts (season 20.0 -> L14 27.4); BB% drift 4.0 pts (season 8.1 -> L14 4.1); HR/9 drift 1.45 (season 1.45 -> L14 0.00)
0,2.21,0,0.53,2.86,31.2,FALSE,0,3.15,1.25,4,0,0,33.9,97.6,51.2,0,691799,57.7,33.5,45.5,50.7,15.2,season,0,,R,Grant Taylor,CHW,L14 file or pitcher row missing -- using season data.
3.67,4.62,0.67,0.68,5.34,19.2,FALSE,16.8,4.5,4.5,6,3.46,3.86,38.5,99,26.9,1,691946,44.1,40,45.5,53,81.8,season,3.67,,R,George Klassen,LAA,Fewer than 2 L14 starts (1) -- using season data.
6.31,5.24,1.4,0.72,5.66,11.9,FALSE,11.9,7.5,4.28,6,18,4.76,50.8,103.5,33.5,0,691951,53.2,52.2,54.5,58.2,80,season,11.57,,L,Sam Aldegheri,LAA,L14 file or pitcher row missing -- using season data.
4.25,3.3,1.09,0.66,3.65,24.6,TRUE,5.1,4.22,5.71,26,5.62,2.63,45.1,100.6,35.2,2,693433,43.8,44.7,49.4,58.7,88.2,L14,3.97,4.5,R,Bryan Woo,SEA,HR/9 drift 1.61 (season 1.09 -> L14 2.70)
2.04,2.52,0.79,0.56,2.91,31,TRUE,6.2,2.42,5.92,29,1.14,3.41,43.1,98.4,37.4,3,693645,48.4,40.4,45,47.9,92.5,L14,1.5,2.65,R,Cam Schlittler,NYY,BB% drift 4.5 pts (season 6.2 -> L14 10.7); HR/9 drift 0.32 (season 0.79 -> L14 0.47)
