bats,team,status,throws,position,full_name,player_id,team_abbr,jersey_number,position_type
L,Tampa Bay Rays,active,R,2B,Richie Palacios,680700,TBR,1,2B
R,Tampa Bay Rays,active,R,3B,Junior Caminero,691406,TBR,13,3B
R,Tampa Bay Rays,active,R,C,Kenny Piper,700652,TBR,50,C
L,Tampa Bay Rays,active,R,C,Liam Hicks,689414,TBR,34,C
R,Tampa Bay Rays,active,R,C,Nick Fortes,663743,TBR,40,C
R,Tampa Bay Rays,active,R,DH,Yandy Díaz,650490,TBR,2,DH
L,Tampa Bay Rays,active,L,CF,Cedric Mullins,656775,TBR,31,OF
L,Tampa Bay Rays,active,R,LF,Chandler Simpson,802415,TBR,14,OF
R,Tampa Bay Rays,active,R,RF,Jonny DeLuca,676356,TBR,21,OF
R,Tampa Bay Rays,active,R,RF,Ryan Vilade,668723,TBR,26,OF
L,Tampa Bay Rays,active,L,RF,Victor Mesa Jr.,683748,TBR,25,OF
R,Tampa Bay Rays,active,R,P,Bryan Baker,641329,TBR,47,RP
L,Tampa Bay Rays,active,L,P,Cam Booser,592155,TBR,62,RP
R,Tampa Bay Rays,active,R,P,Casey Legumina,668984,TBR,67,RP
R,Tampa Bay Rays,active,R,P,Drew Rasmussen,656876,TBR,57,RP
R,Tampa Bay Rays,active,R,P,Freddy Peralta,642547,TBR,51,RP
R,Tampa Bay Rays,active,L,P,Garrett Cleavinger,664076,TBR,60,RP
R,Tampa Bay Rays,active,R,P,Griffin Jax,643377,TBR,22,RP
L,Tampa Bay Rays,active,L,P,Ian Seymour,693855,TBR,61,RP
R,Tampa Bay Rays,active,R,P,Kevin Kelly,687330,TBR,49,RP
R,Tampa Bay Rays,active,R,P,Manuel Rodríguez,655889,TBR,39,RP
L,Tampa Bay Rays,active,R,P,Nick Martinez,607259,TBR,28,RP
L,Tampa Bay Rays,active,L,P,Shane McClanahan,663556,TBR,18,RP
R,Tampa Bay Rays,active,L,P,Steven Matz,571927,TBR,32,RP
R,Tampa Bay Rays,active,R,P,Tyler Wells,669330,TBR,68,RP
R,Tampa Bay Rays,active,R,SS,Jorge Mateo,622761,TBR,9,SS
S,Tampa Bay Rays,active,R,SS,Taylor Walls,670764,TBR,6,SS
R,Texas Rangers,active,R,1B,Jake Burger,669394,TEX,21,1B
R,Texas Rangers,active,R,2B,Justin Foscue,679822,TEX,14,2B
L,Texas Rangers,active,R,2B,Nicky Lopez,670032,TEX,33,2B
R,Texas Rangers,active,R,3B,Cody Freeman,683227,TEX,39,3B
R,Texas Rangers,active,R,C,Danny Jansen,643376,TEX,9,C
R,Texas Rangers,active,R,C,Elias Díaz,553869,TEX,35,C
L,Texas Rangers,active,L,DH,Joc Pederson,592626,TEX,3,DH
R,Texas Rangers,active,R,DH,Logan O'Hoppe,681351,TEX,4,DH
L,Texas Rangers,active,R,RF,Brandon Nimmo,607043,TEX,24,OF
R,Texas Rangers,active,R,CF,Cam Cauley,695508,TEX,27,OF
L,Texas Rangers,active,R,CF,Evan Carter,694497,TEX,32,OF
R,Texas Rangers,active,R,LF,Wyatt Langford,694671,TEX,36,OF
L,Texas Rangers,active,L,P,Adam Macko,671936,TEX,71,RP
L,Texas Rangers,active,R,P,Ben Peoples,687239,TEX,70,RP
L,Texas Rangers,active,R,P,Cal Quantrill,615698,TEX,44,RP
R,Texas Rangers,active,R,P,Chase Silseth,681217,TEX,63,RP
L,Texas Rangers,active,L,P,Cody Bradford,674003,TEX,61,RP
R,Texas Rangers,active,L,P,Jacob Latz,656641,TEX,67,RP
L,Texas Rangers,active,R,P,Jacob deGrom,594798,TEX,48,RP
R,Texas Rangers,active,R,P,Jakob Junis,596001,TEX,16,RP
L,Texas Rangers,active,L,P,Jordan Montgomery,656756,TEX,52,RP
R,Texas Rangers,active,R,P,Kumar Rocker,677958,TEX,80,RP
L,Texas Rangers,active,L,P,MacKenzie Gore,669022,TEX,1,RP
L,Texas Rangers,active,L,P,Robby Ahlstrom,695239,TEX,54,RP
R,Texas Rangers,active,R,P,Trevor Williams,592866,TEX,51,RP
R,Texas Rangers,active,L,P,Tyler Alexander,641302,TEX,13,RP
L,Texas Rangers,active,R,SS,Corey Seager,608369,TEX,5,SS
R,Texas Rangers,active,R,SS,Ezequiel Duran,677649,TEX,20,SS
R,Toronto Blue Jays,active,R,1B,Vladimir Guerrero Jr.,665489,TOR,27,1B
R,Toronto Blue Jays,active,R,2B,Charles McAdoo,807727,TOR,26,2B
R,Toronto Blue Jays,active,R,2B,Ernie Clement,676391,TOR,22,2B
L,Toronto Blue Jays,active,R,2B,Josh Smith,669701,TOR,9,2B
R,Toronto Blue Jays,active,R,3B,Kazuma Okamoto,672960,TOR,7,3B
R,Toronto Blue Jays,active,R,C,Alejandro Kirk,672386,TOR,30,C
S,Toronto Blue Jays,active,R,C,Brandon Valenzuela,678218,TOR,59,C
R,Toronto Blue Jays,active,R,DH,George Springer,543807,TOR,4,DH
L,Toronto Blue Jays,active,R,DH,Sean Keys,815873,TOR,20,DH
L,Toronto Blue Jays,active,L,CF,Brett Bateman,703520,TOR,21,OF
L,Toronto Blue Jays,active,R,RF,Jesús Sánchez,660821,TOR,12,OF
R,Toronto Blue Jays,active,R,CF,Myles Straw,664702,TOR,3,OF
L,Toronto Blue Jays,active,R,RF,Nathan Lukes,664770,TOR,38,OF
R,Toronto Blue Jays,active,R,P,Braydon Fisher,680755,TOR,63,RP
L,Toronto Blue Jays,active,L,P,Brendon Little,663893,TOR,54,RP
R,Toronto Blue Jays,active,R,P,Dylan Cease,656302,TOR,84,RP
R,Toronto Blue Jays,active,L,P,Joe Mantiply,573009,TOR,35,RP
R,Toronto Blue Jays,active,R,P,José Soriano,667755,TOR,40,RP
L,Toronto Blue Jays,active,R,P,Louis Varland,686973,TOR,77,RP
R,Toronto Blue Jays,active,L,P,Mason Fluharty,689254,TOR,68,RP
R,Toronto Blue Jays,active,R,P,Max Scherzer,453286,TOR,31,RP
R,Toronto Blue Jays,active,R,P,Michael Lorenzen,547179,TOR,55,RP
R,Toronto Blue Jays,active,R,P,Paul Sewald,623149,TOR,43,RP
L,Toronto Blue Jays,active,L,P,Ricky Tiedemann,694357,TOR,33,RP
R,Toronto Blue Jays,active,R,P,Spencer Arrighetti,681293,TOR,45,RP
L,Toronto Blue Jays,active,R,P,Spencer Miles,693686,TOR,62,RP
R,Toronto Blue Jays,active,R,P,Tyler Rogers,643511,TOR,71,RP
L,Toronto Blue Jays,active,R,SS,Andrés Giménez,665926,TOR,0,SS
L,Washington Nationals,active,L,1B,Abimelec Ortiz,694673,WSN,81,1B
R,Washington Nationals,active,R,1B,Andrés Chaparro,665953,WSN,87,1B
R,Washington Nationals,active,R,1B,Yohandy Morales,691002,WSN,28,1B
S,Washington Nationals,active,R,2B,Nasim Nuñez,683083,WSN,26,2B
R,Washington Nationals,active,R,3B,Brady House,691781,WSN,12,3B
L,Washington Nationals,active,R,3B,Jorbit Vivas,678391,WSN,84,3B
R,Washington Nationals,active,R,C,Harry Ford,695670,WSN,17,C
S,Washington Nationals,active,R,C,Keibert Ruiz,660688,WSN,20,C
L,Washington Nationals,active,R,DH,José Tena,677588,WSN,8,DH
L,Washington Nationals,active,R,LF,Daylen Lile,695734,WSN,4,OF
R,Washington Nationals,active,R,RF,Dylan Crews,686611,WSN,3,OF
R,Washington Nationals,active,R,CF,Jacob Young,696285,WSN,30,OF
L,Washington Nationals,active,R,RF,James Wood,695578,WSN,29,OF
L,Washington Nationals,active,L,P,Andrew Alvarez,674841,WSN,54,RP
R,Washington Nationals,active,R,P,Brad Lord,695418,WSN,41,RP
R,Washington Nationals,active,R,P,Cade Cavalli,676917,WSN,24,RP
R,Washington Nationals,active,R,P,Clayton Beeter,690925,WSN,39,RP
L,Washington Nationals,active,L,P,Erik Tolman,680899,WSN,73,RP
L,Washington Nationals,active,L,P,Jackson Kent,800600,WSN,25,RP
R,Washington Nationals,active,R,P,Jake Irvin,663623,WSN,27,RP
L,Washington Nationals,active,L,P,Jared Simpson,688692,WSN,72,RP
R,Washington Nationals,active,R,P,Luis Perales,691384,WSN,43,RP
R,Washington Nationals,active,R,P,Matt Waldron,663362,WSN,56,RP
R,Washington Nationals,active,R,P,Max Kranick,668820,WSN,35,RP
R,Washington Nationals,active,R,P,Orlando Ribalta,687377,WSN,64,RP
R,Washington Nationals,active,R,P,Riley Cornelio,683000,WSN,74,RP
L,Washington Nationals,active,L,P,Will Dion,702021,WSN,76,RP
L,Washington Nationals,active,R,SS,CJ Abrams,682928,WSN,5,SS
