ERA,FIP,HR9,OPS,xFIP,K_pct,stale,BB_pct,F5_ERA,avg_IP,starts,away_ERA,home_ERA,OOR_faced,wRC_faced,PALS_faced,l14_starts,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,data_source,low_osi_ERA,high_osi_ERA,pitcher_hand,pitcher_name,pitcher_team,staleness_warning
5.94,5.44,1.62,,4.62,15.1,FALSE,8.2,7.2,5.56,3,4.5,6.75,41.5,98.4,43.8,0,694297,39.4,36.5,42.8,52.2,88.3,season,5.94,,R,Brandon Pfaadt,ARI,Fewer than 2 L14 starts (0) -- using season data.
3,3.1,3,,3.42,28.6,FALSE,7.1,0.9,1.5,2,3,,41.6,103.6,44.2,0,694361,31.4,33,42.7,61.8,32,season,0,,R,Will Klein,LAD,Fewer than 2 L14 starts (0) -- using season data.
2.86,3.9,0.32,,4.48,18.3,FALSE,12.5,2.7,4.72,6,4.32,2.25,52.5,99.2,53.7,0,694477,51.3,42.5,48,52,77.3,season,2.31,,R,Chad Patrick,MIL,Fewer than 2 L14 starts (0) -- using season data.
4.07,3,0.52,,3.39,26.2,FALSE,9.4,4.84,5.4,16,3.83,4.38,56.1,102.2,52.6,0,694738,54.6,54.4,54.4,54.3,96.8,season,3.35,4.35,R,Landen Roupp,SFG,Fewer than 2 L14 starts (0) -- using season data.
5.91,5.34,1.69,,5.5,4.4,FALSE,6.7,3.6,5.33,2,4.76,7.2,73.5,107.4,56.2,0,695534,54.4,67.3,60,55.6,68.5,season,,4.76,R,Chase Petty,CIN,Fewer than 2 L14 starts (0) -- using season data.
1.5,3.47,0,,4.75,28,FALSE,16,4.5,3,2,,1.5,68.8,113.9,60.4,0,696070,54.3,66.9,64.2,68.2,48,season,0,4.5,R,Kendry Rojas,MIN,Fewer than 2 L14 starts (0) -- using season data.
15.63,4.21,1.42,,4.04,17.6,FALSE,2.9,11.7,3.17,2,15.63,,64.6,110.1,59.5,0,696136,49,62.6,60.4,66,64.5,season,,,R,Jordan Wicks,CHC,L14 file or pitcher row missing -- using season data.
4.5,4.72,1.09,,5.08,20,FALSE,13.3,4.8,4.93,15,4.31,4.72,42.6,99.8,46.6,0,696149,49.7,42.7,46.1,47.4,84.3,season,4.14,6.1,R,Bubba Chandler,PIT,Fewer than 2 L14 starts (0) -- using season data.
0,2.67,0,,3.77,20,FALSE,0,4.8,1,3,0,,55.7,107.1,58.5,0,699134,56.1,48.6,53.5,57.2,11.7,season,0,,R,Bradgley Rodriguez,SDP,Fewer than 2 L14 starts (0) -- using season data.
3.35,4.42,1.3,,4.11,15.9,FALSE,6,3.48,5.56,15,4.36,2.25,52.4,102.4,51.8,0,700241,50.8,48.1,51.4,55.5,87.8,season,2.78,0,R,Michael McGreevy,STL,Fewer than 2 L14 starts (0) -- using season data.
5.93,5.79,1.98,,5.35,17.2,FALSE,6.9,5.4,4.56,3,10.29,1.35,48,104.6,60.4,0,700249,44.1,40.3,48.7,61.5,72.3,season,3.72,11.25,R,Cade Povich,BAL,Fewer than 2 L14 starts (0) -- using season data.
3.45,3.36,0.92,,3.63,24.7,FALSE,7.6,4.32,5.22,15,2.97,3.86,45,100.2,55,0,701542,45.1,38.2,45.1,53,88.9,season,4.43,,R,Will Warren,NYY,Fewer than 2 L14 starts (0) -- using season data.
36,3.54,0,,4.3,22.2,FALSE,0,7.2,1,1,36,,28.2,93.9,37.5,0,701719,50.4,25.4,36.3,38.6,22,season,36,,R,Tyler Samaniego,BOS,Fewer than 2 L14 starts (0) -- using season data.
4.5,3.43,0.9,,3.96,21.5,FALSE,6.3,4.92,5.33,15,4.38,4.61,53.2,103.5,49.2,0,702070,44.8,49.2,52.2,60.8,91,season,3.99,7,R,Noah Cameron,KCR,Fewer than 2 L14 starts (0) -- using season data.
0,2.98,0,,3.04,33.3,FALSE,0,5.4,1,1,0,,30.4,94.8,52.1,0,702303,32.1,31,35.9,44.1,6,season,0,,R,Riley Martin,CHC,Fewer than 2 L14 starts (0) -- using season data.
3.55,4.95,0.71,,5.37,13,FALSE,9.3,4.2,4.22,3,3.55,,36.6,94.4,35.2,0,702474,45.1,30.2,37.9,41.4,64,season,3.55,,R,Mike Paredes,MIN,L14 file or pitcher row missing -- using season data.
