ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
4.02,3.75,1.72,0.78,2.62,34.9,7.9,,0.58,27,,,,,,,,,,RHH,,Garrett Cleavinger,,batter_hand
0,4.11,0,0.25,5.63,25,25,,1,1,28.7,99.4,24.7,664074,37.6,31.8,28.7,18.9,,RHH,R,Cody Ponce,TOR,batter_hand
0.59,4.15,0.59,0.58,4.89,10.5,7,,0.73,21,,,,,,,,,,RHH,,Trent Thornton,,batter_hand
36,19.11,9,1.91,10.67,0,12.5,,0.25,4,34.4,96.6,46.1,656457,29.5,24.8,34.4,48.9,,RHH,R,Tyler Gilbert,CHW,batter_hand
2.42,4.27,0.4,0.72,5.53,19,17,,0.56,40,,,,,,,,,,RHH,,Brock Burke,,batter_hand
5.2,4.4,1.73,0.75,4.07,21.1,2.7,,2.79,13,50.9,104.9,43.8,663567,50.6,45.7,50.9,57,,RHH,R,Peter Lambert,HOU,batter_hand
3.82,3.05,0.51,0.6,3.35,20.4,5.6,,2.36,15,52.3,101.6,55.5,657277,46.6,52.6,52.3,55.9,,RHH,R,Logan Webb,SFG,batter_hand
1.42,1.53,0,0.5,2.97,37.3,7.8,,0.49,26,63,105.1,81.3,664126,38.5,69.9,63,72.6,,RHH,R,Pete Fairbanks,MIA,batter_hand
13.5,7.61,0,0.83,9.89,0,25,,0.33,2,,,,,,,,,,RHH,,Dylan Moore,,batter_hand
6.6,4.51,1.2,0.81,3.69,26,11,,0.54,28,,,,,,,,,,RHH,,Phil Maton,,batter_hand
7.71,6.11,1.93,0.82,4.63,20,15,,0.36,13,,,,,,,,,,RHH,,Ryan Helsley,,batter_hand
5.4,7.91,2.7,1.11,5.83,0,6.7,,0.67,5,,,,,,,,,,RHH,,Brett Sullivan,,batter_hand
0,2.54,0,0.62,4.6,21.3,8.2,,0.44,32,,,,,,,,,,RHH,,Tyler Kinley,,batter_hand
2.84,6.9,2.84,0.62,4.47,16.7,4.2,,0.9,7,,,,,,,,,,RHH,,Jacob Waguespack,,batter_hand
0,2.61,0,0.39,4.89,25,12.5,,0.67,3,,,,,,,,,,RHH,,Julian Fernandez,,batter_hand
1.8,2.2,0.51,0.49,3.01,29,4.6,,2.33,15,48.9,103.1,47.8,647336,45.1,45.3,48.9,55.8,,RHH,R,Michael Soroka,ARI,batter_hand
3.72,4.3,1.86,0.81,3.34,30.1,8.4,,0.55,35,,,,,,,,,,RHH,,Enyel De Los Santos,,batter_hand
18,8.11,4.5,1.36,3.89,18.8,6.2,,0.4,5,,,,,,,,,,RHH,,Jose Urquidy,,batter_hand
2.29,1.46,0.23,0.54,2.09,37.5,8.1,,2.46,16,48.1,103.5,43.3,656302,43.8,43.6,48.1,56.3,,RHH,R,Dylan Cease,TOR,batter_hand
0,3.67,0,0.42,5.18,22.2,13.9,,0.47,19,,,,,,,,,,RHH,,Sam Hentges,,batter_hand
3.63,3.05,0.52,0.52,4.14,26.4,11.1,,0.79,22,,,,,,,,,,RHH,,Enmanuel De Jesus,,batter_hand
0,1.75,0,0.29,3.61,17.9,0,,0.52,14,,,,,,,,,,RHH,,A.J. Minter,,batter_hand
7.2,3.51,1.2,0.72,3.5,23.9,6,,0.94,16,,,,,,,,,,RHH,,Jake Woodford,,batter_hand
4.09,3.41,0.27,0.67,4.49,20.1,10.1,,1.83,18,48.2,101.7,47.3,642547,45.9,44.4,48.2,54.1,,RHH,R,Freddy Peralta,NYM,batter_hand
4.78,3.27,0.55,0.67,3.81,17.2,3.9,,2.58,19,50.6,103.7,47.2,645261,49.2,46.4,50.6,56.5,,RHH,R,Sandy Alcantara,MIA,batter_hand
12.46,5.88,2.08,1.25,4.28,20,8,,1.08,4,,,,,,,,,,RHH,,Kolby Allard,,batter_hand
2.33,2.54,0.47,0.42,3.13,26.1,5.8,,0.67,29,,,,,,,,,,RHH,,Tommy Nance,,batter_hand
2.95,4.69,1.47,0.72,4.22,21.2,6.2,,2.04,9,32.2,84.4,34.8,669947,40.6,36.9,32.2,20.8,,RHH,R,Jesse Scholtens,TBR,batter_hand
3.13,3.85,1.17,0.56,4,25.8,7.9,,0.79,29,57.2,108.9,50.1,669199,53.2,47.4,57.2,71.4,,RHH,R,Lake Bachar,MIA,batter_hand
3.29,4.65,1.32,0.6,4.41,27.1,15.3,,0.44,31,,,,,,,,,,RHH,,Seranthony Dominguez,,batter_hand
6,3.11,0,0.49,3.62,23.1,15.4,,0.75,4,,,,,,,,,,RHH,,Ian Hamilton,,batter_hand
6.28,4.99,1.88,0.83,3.97,22.7,9.1,,0.45,32,,,,,,,,,,RHH,,Jacob Webb,,batter_hand
6.7,5.55,2.09,0.87,4.29,16.8,6.8,,2.39,18,50.3,103.5,45.1,668678,48.2,45.8,50.3,56.9,,RHH,R,Zac Gallen,ARI,batter_hand
1.69,3.3,1.12,0.54,3.57,30.6,8.1,,0.73,22,,,,,,,,,,RHH,,Trevor Richards,,batter_hand
2.7,4.81,1.35,0.59,4.76,13,1.3,,1.18,17,40.6,99.9,45.8,615698,47.7,27.1,40.6,51,,RHH,R,Cal Quantrill,TEX,batter_hand
20.25,8.36,0,1.27,8.36,10,20,,0.27,5,,,,,,,,,,RHH,,Matt Krook,,batter_hand
4.73,5.77,1.98,0.74,5.48,13.5,7.3,,4.21,14,,,,,,,,,,RHH,,Eric Lauer,,batter_hand
27,22.61,6.75,1.69,15.14,7.7,38.5,,0.33,4,,,,,,,,,,RHH,,Joey Lucchesi,,batter_hand
5.31,4.83,1.77,0.77,4.74,22.1,7,,0.58,35,,,,,,,,,,RHH,,Matt Festa,,batter_hand
6.19,6.55,1.69,0.85,5.53,16.9,18.2,,0.52,31,,,,,,,,,,RHH,,Richard Lovelady,,batter_hand
2.57,4.68,1.29,0.69,4.56,22.6,12.9,,0.44,16,,,,,,,,,,RHH,,Caleb Ferguson,,batter_hand
0,5.51,2.7,0.49,2.98,30.8,7.7,,1.11,3,43.6,94,41.5,665152,49.1,34.2,43.6,50.4,,RHH,R,Dean Kremer,BAL,batter_hand
36,29.11,18,1.75,10.7,0,0,,0.5,2,,,,,,,,,,RHH,,Weston Wilson,,batter_hand
5.52,3.79,0,0.7,4.83,19.7,18.2,,0.46,32,,,,,,,,,,RHH,,Lucas Erceg,,batter_hand
8.78,4.16,0.68,0.9,6.03,15.4,10.8,,0.58,23,45.9,100.7,35.8,669211,40.9,34.7,45.9,62.2,,RHH,R,Keegan Akin,BAL,batter_hand
6.46,5.19,1.85,0.77,4.31,19.1,6.8,,2.29,17,47.1,101.8,41,621111,44.5,45.3,47.1,51,,RHH,R,Walker Buehler,SDP,batter_hand
15.19,10.42,5.06,1.34,6.24,10.3,6.9,,1.78,3,44.4,104.2,34.2,669456,39.5,39.2,44.4,53.9,,RHH,R,Shane Bieber,TOR,batter_hand
2.36,2.89,0.34,0.55,3.42,26.1,7.2,,0.72,37,,,,,,,,,,RHH,,Yohan Ramirez,,batter_hand
0,1.11,0,0,2.63,33.3,0,,0.5,2,,,,,,,,,,RHH,,Jake Rogers,,batter_hand
4.76,4.52,1.59,0.95,3.84,23.3,10,,0.71,8,,,,,,,,,,RHH,,Shaun Anderson,,batter_hand
3.38,4.24,0,0.44,4.24,25,16.7,,0.44,6,,,,,,,,,,RHH,,Michael Rucker,,batter_hand
3.94,3.92,1.41,0.79,4.41,20,3.7,,2.13,15,49,102.2,45.2,650644,41.5,42.4,49,61.8,,RHH,R,Aaron Civale,ATH,batter_hand
2.84,2.48,1.42,0.37,1.86,45.5,0,,0.79,8,,,,,,,,,,RHH,,Tyler Ferguson,,batter_hand
0,2.68,0,0.47,4.2,22.2,11.1,,1.75,4,69.1,116.5,65.2,660604,37.6,70.4,69.1,90.1,,RHH,R,Alan Rangel,PHI,batter_hand
5.79,6.32,1.93,0.99,7.44,9.5,9.5,,1.17,4,,,,,,,,,,RHH,,Geoff Hartlieb,,batter_hand
3.18,2.4,0.53,0.68,2.89,28.2,7,,0.55,31,,,,,,,,,,RHH,,David Bednar,,batter_hand
3.52,3.41,0.39,0.66,3.91,21,10,,0.57,40,,,,,,,,,,RHH,,JoJo Romero,,batter_hand
4.5,5.11,1.5,0.82,4.04,19.2,11.5,,0.64,28,,,,,,,,,,RHH,,Cionel Perez,,batter_hand
4.05,4.84,0.68,0.85,5.23,16.1,16.1,,0.53,25,,,,,,,,,,RHH,,Jordan Hicks,,batter_hand
4.41,2.68,0,0.55,4.17,25.4,10.4,,0.82,20,84.6,120.6,62,606996,71.5,97.1,84.6,79.8,,RHH,R,Kyle Hart,SDP,batter_hand
9.72,5.99,2.16,0.72,4.87,21.2,9.1,,2.08,4,46.2,106.1,42.8,669920,40.2,37.3,46.2,60.8,,RHH,R,Jason Alexander,HOU,batter_hand
4.15,3.03,0.69,0.56,3.73,30.5,10.5,,0.68,38,,,,,,,,,,RHH,,Gregory Soto,,batter_hand
5.4,3.45,0.77,0.72,4.03,22.6,7.5,,0.56,21,,,,,,,,,,RHH,,Connor Seabold,,batter_hand
3.86,2.48,0.51,0.54,3.21,24.6,3,,2.33,15,52.1,101.7,51.9,669160,51.5,49.2,52.1,55.8,,RHH,R,Dustin May,STL,batter_hand
1.25,2.51,0.42,0.44,3.59,27.2,4.9,,0.62,35,,,,,,,,,,RHH,,Anthony Bender,,batter_hand
2.55,3.45,0.51,0.45,4.35,12.5,3.1,,0.5,35,,,,,,,,,,RHH,,Jonathan Loaisiga,,batter_hand
11.57,18.11,11.57,1.5,3.35,20,0,,1.17,2,,,,,,,,,,RHH,,Reiver Sanmartin,,batter_hand
1.38,2.14,0.23,0.43,3.05,32.2,7.4,,2.79,14,44.2,99.8,44.2,660271,46.8,34.4,44.2,53.5,,RHH,R,Shohei Ohtani,LAD,batter_hand
9.69,4.49,1.38,0.84,3.31,17.5,3.5,,0.54,24,,,,,,,,,,RHH,,Will Vest,,batter_hand
4.7,0.89,0,0.74,2.68,29.4,2.9,,1.53,5,,,,,,,,,,RHH,,Keegan Thompson,,batter_hand
3.24,2.51,0.54,0.48,3.19,33.8,9.2,,0.49,34,,,,,,,,,,RHH,,Bryan Baker,,batter_hand
4.87,4.24,0.89,0.68,4.53,21.3,9.5,,2.26,18,54.2,102.5,46.6,650633,49.1,53.6,54.2,58.5,,RHH,R,Michael King,SDP,batter_hand
11.05,9.25,3.68,1.18,6,7.9,10.5,,1.83,4,,,,,,,,,,RHH,,Charlie Barnes,,batter_hand
3.48,3.06,0,0.62,4.68,22.7,13.6,,1.72,12,59.2,104.3,56.2,656288,50.9,61.3,59.2,62.6,,RHH,R,Griffin Canning,SDP,batter_hand
2.76,3.78,1.65,0.74,2.79,26.6,3.1,,0.49,33,,,,,,,,,,RHH,,Kevin Ginkel,,batter_hand
3.71,3.58,0,0.67,4.92,22.7,16,,0.5,34,,,,,,,,,,RHH,,Alex Lange,,batter_hand
10.12,9.86,3.38,0.97,7.26,14.3,21.4,,0.38,7,,,,,,,,,,RHH,,Corbin Martin,,batter_hand
6.29,3.27,0.37,0.84,4.18,23.3,11.2,,0.9,27,,,,,,,,,,RHH,,Jose Suarez,,batter_hand
1.99,2.71,0,0.55,4.05,19.8,7.7,,0.58,39,63.1,106.9,63.6,663542,50.3,60.7,63.1,75,,RHH,R,Bryan Hudson,CHW,batter_hand
4.76,4.93,2.65,0.73,3.08,29.4,2.9,,0.52,33,,,,,,,,,,RHH,,Tony Santillan,,batter_hand
4.28,3.32,0.95,0.76,3.31,27.9,8.2,,4.2,18,47.3,98.3,47.1,666200,49,44.9,47.3,48.8,,RHH,R,Jesus Luzardo,PHI,batter_hand
5.68,4.53,1.42,0.77,4.4,19.2,3.8,,2.11,3,,,,,,,,,,RHH,,Bryse Wilson,,batter_hand
2.37,3.69,0.47,0.61,3.88,16.5,5.1,,0.61,31,,,,,,,,,,RHH,,Joel Kuhnel,,batter_hand
1.11,1.63,0.37,0.41,2.84,32.2,3.3,,0.61,40,,,,,,,,,,RHH,,Dylan Lee,,batter_hand
2.81,2.92,0.56,0.75,4.01,25,8.8,,0.57,28,,,,,,,,,,RHH,,Tyler Wells,,batter_hand
10.12,8.36,0,0.7,9.5,12.5,37.5,,0.53,5,,,,,,,,,,RHH,,Wyatt Mills,,batter_hand
2.18,2.77,0.87,0.44,2.84,26.5,0,,0.57,36,,,,,,,,,,RHH,,John Schreiber,,batter_hand
3.24,4.43,1.62,0.46,3.73,22.4,5.2,,0.52,32,,,,,,,,,,RHH,,Rico Garcia,,batter_hand
4.78,2.2,0.68,0.66,2.02,31.2,4.6,,0.64,41,,,,,,,,,,RHH,,Adrian Morejon,,batter_hand
14.85,9.26,4.05,1.26,5.23,14.3,11.4,,1.33,5,43.3,95.2,54.8,663559,40,45.8,43.3,42.7,,RHH,R,Bailey Falter,KCR,batter_hand
7.92,4.95,1.8,0.83,4.42,18.3,5.5,,1.79,14,,,,,,,,,,RHH,,Chris Paddack,,batter_hand
4.4,4.16,0,0.56,5.43,22.7,19.7,,0.43,33,,,,,,,,,,RHH,,Calvin Faucher,,batter_hand
1.59,2.4,0,0.21,5.08,25,10,,0.71,8,,,,,,,,,,RHH,,James Karinchak,,batter_hand
5.06,6.67,1.69,1.01,6.23,20,16.7,,0.41,13,,,,,,,,,,RHH,,Nate Pearson,,batter_hand
4.91,1.47,0,0.67,3.13,20,0,,0.52,7,30.6,80.9,28.7,647315,57.7,17.1,30.6,26.6,,RHH,R,Zach Pop,PHI,batter_hand
2.25,3.11,1.12,0.65,2.91,26.2,3.3,,0.55,29,,,,,,,,,,RHH,,Garrett Whitlock,,batter_hand
4,4.33,1,0.77,4.91,17.5,7.5,,0.64,14,,,,,,,,,,RHH,,Eli Morgan,,batter_hand
3.24,4.63,1.44,0.66,4.07,22,9,,1.19,21,48,100.5,53.1,643377,45.3,40.8,48,58.1,,RHH,R,Griffin Jax,TBR,batter_hand
6.58,4.32,0.69,0.82,4.93,14.2,11,,2.89,18,,,,,,,,,,RHH,,David Peterson,,batter_hand
5.4,5.51,0,0.87,7.33,11.1,11.1,,0.56,3,,,,,,,,,,RHH,,Nick Raquet,,batter_hand
3.06,2.66,0.51,0.52,2.69,29.6,7,,0.54,33,,,,,,,,,,RHH,,Riley O'Brien,,batter_hand
3.09,3.54,0,0.54,4.97,16,12,,0.69,17,,,,,,,,,,RHH,,Zack Kelly,,batter_hand
2.3,0.88,0,0.5,2.43,38.5,6.2,,0.51,31,,,,,,,,,,RHH,,Andres Munoz,,batter_hand
3.96,3.55,1.44,0.6,2.87,28.9,4.1,,0.69,36,,,,,,,,,,RHH,,Greg Weissert,,batter_hand
3.18,3.46,1.59,0.79,2.51,37,3.7,,0.47,12,,,,,,,,,,RHH,,Tyler Zuber,,batter_hand
3.21,3.25,0.64,0.6,4.06,22,6.8,,0.54,26,,,,,,,,,,RHH,,Isaac Mattson,,batter_hand
4.98,5.57,1.36,0.85,5.45,14,9.3,,3.31,18,48.1,100.1,47.4,641743,48.1,42,48.1,55.2,,RHH,R,Anthony Kay,CHW,batter_hand
5.4,1.91,0,0.33,1.91,16.7,0,,1.67,1,,,,,,,,,,RHH,,Josh Fleming,,batter_hand
3.54,4.88,1.33,0.68,4.83,23.9,14.8,,0.92,22,42.2,102.8,43.6,663558,36.2,29.9,42.2,60.5,,RHH,R,Jovani Moran,BOS,batter_hand
5.06,3.8,0.56,0.7,4.31,14.5,7.2,,0.64,25,,,,,,,,,,RHH,,Ryan Walker,,batter_hand
3.41,3.8,1.24,0.76,3.94,23.3,5.8,,2.23,13,44.1,99.6,47.7,663554,44.9,37.8,44.1,50.6,,RHH,R,Casey Mize,DET,batter_hand
13.5,7.99,3.38,0.9,5.96,13.6,9.1,,0.76,7,,,,,,,,,,RHH,,Nick Sandlin,,batter_hand
3.24,3.03,0.36,0.52,4.15,20.2,7.9,,0.76,33,,,,,,,,,,RHH,,Grant Anderson,,batter_hand
2.88,4.19,0.79,0.61,4.69,15.8,10.1,,1.49,23,43,93.8,37.9,663969,43.9,38.5,43,47.5,,RHH,R,Tyler Phillips,MIA,batter_hand
6.46,3.49,0.76,0.79,4.12,22.9,10.1,,3.38,7,54.4,100.7,61.3,579328,46.7,53,54.4,61.4,,RHH,R,Yusei Kikuchi,LAA,batter_hand
1.69,2.76,0.74,0.68,2.92,26.2,5.8,,4.74,18,51.2,101.3,52.1,650911,47.8,46.7,51.2,58.6,,RHH,R,Cristopher Sanchez,PHI,batter_hand
4.11,2.78,0.59,0.46,3.72,31.6,8.8,,0.48,32,,,,,,,,,,RHH,,Michael Petersen,,batter_hand
27,11.11,4.5,1.41,10.68,0,8.3,,1,2,,,,,,,,,,RHH,,Rodolfo Duran,,batter_hand
2.21,2.67,0.44,0.59,4.04,21.8,5.1,,0.54,38,,,,,,,,,,RHH,,Eduard Bazardo,,batter_hand
1.5,0.19,0,0.48,0.7,46.8,6.4,,0.5,24,,,,,,,,,,RHH,,Jhoan Duran,,batter_hand
9.9,11.51,4.5,1.04,7.44,8.5,17,,2.5,4,37.5,99.4,31.6,661563,46.7,28,37.5,41.7,,RHH,R,Luis Gil,NYY,batter_hand
0,1.11,0,0.8,4.15,20,0,,0.5,2,,,,,,,,,,RHH,,Brooks Kriske,,batter_hand
4,6,3,0.73,3.86,21.1,2.6,,0.69,13,,,,,,,,,,RHH,,Connor Brogdon,,batter_hand
6.75,7.24,3.38,0.56,4.64,11.1,0,,0.89,3,,,,,,,,,,RHH,,J.P. France,,batter_hand
4.06,3.17,0.58,0.66,3.95,20.1,6.7,,2.58,12,47.5,101.3,46,641927,52.2,42.9,47.5,49.5,,RHH,R,Bailey Ober,MIN,batter_hand
3.74,3.89,1.25,0.66,3.5,26.1,5.7,,0.68,32,,,,,,,,,,RHH,,Jake Bird,,batter_hand
2.1,2.53,0.7,0.35,3.29,33.7,7.6,,0.8,32,34.4,96.6,46.1,656641,29.5,24.8,34.4,48.9,,RHH,R,Jacob Latz,TEX,batter_hand
4.5,1.61,0,0.39,3.89,37.5,12.5,,0.4,5,,,,,,,,,,RHH,,Bennett Sousa,,batter_hand
2.64,2.23,0.41,0.58,3.6,29.2,7.3,,2.33,19,50.6,100.9,50.8,657746,48.3,47.5,50.6,55.9,,RHH,R,Joe Ryan,MIN,batter_hand
0,3.3,0,0.6,4.15,16.7,12.5,,1.07,5,,,,,,,,,,RHH,,Yerry De los Santos,,batter_hand
5.23,4.46,1.16,0.75,4.75,15.7,7.9,,2.58,12,50.8,102.4,51.7,663372,50.8,46.1,50.8,56.1,,RHH,R,Ryan Feltner,COL,batter_hand
3.44,2.54,0.49,0.69,3.11,25.6,4.5,,2.16,17,45.4,100.4,44.5,663436,45.3,35.8,45.4,56.5,,RHH,R,Davis Martin,CHW,batter_hand
4.74,3.72,0.71,0.63,4.33,24.4,12.8,,4.22,9,53.6,105.6,47.1,663460,43.7,48.3,53.6,66.7,,RHH,R,Kris Bubic,KCR,batter_hand
1.35,1.91,0,0.81,3.5,21.9,6.2,,0.56,12,,,,,,,,,,RHH,,Cole Sands,,batter_hand
3.21,3.13,0.58,0.63,3.91,22.7,8.3,,3.85,16,52.5,104,53.4,663556,48.9,47.1,52.5,61.3,,RHH,R,Shane McClanahan,TBR,batter_hand
6,5.57,1.5,0.76,5.17,10.2,7.1,,2.4,10,47.9,101.4,40.7,663568,47.3,44.4,47.9,52.2,,RHH,R,Stephen Kolek,KCR,batter_hand
5.21,4.16,1.42,0.77,3.87,23.8,6,,1.73,11,58.1,104.9,53.7,663623,50.9,60,58.1,61.1,,RHH,R,Jake Irvin,WSN,batter_hand
3.42,4.55,1.14,0.66,4.37,27.2,15.5,,0.58,41,,,,,,,,,,RHH,,Hogan Harris,,batter_hand
3.93,3.93,0.98,0.69,4.5,23.8,11.2,,0.52,35,,,,,,,,,,RHH,,Daniel Lynch IV,,batter_hand
3.52,4.22,1.17,0.77,4.01,27.7,10.8,,0.61,25,,,,,,,,,,RHH,,Chase Shugart,,batter_hand
33.75,8.74,3.38,1.52,5,22.7,18.2,,0.44,6,,,,,,,,,,RHH,,Brendon Little,,batter_hand
1.69,2.92,0,0.67,5.48,8.7,4.3,,0.76,7,,,,,,,,,,RHH,,Tristan Beck,,batter_hand
4.05,1.39,0,0.68,2.41,30.2,5.7,,0.46,29,,,,,,,,,,RHH,,Grant Wolfram,,batter_hand
4.03,4.36,1.21,0.77,3.98,22.4,9.2,,0.77,29,45.9,90.5,68.3,665622,40,41.5,45.9,55.2,,RHH,R,Luis Medina,ATH,batter_hand
3.21,3.97,1.29,0.72,4.17,23.6,7.3,,0.7,20,,,,,,,,,,RHH,,Elvis Alvarado,,batter_hand
6.6,4.91,2.1,0.78,3.29,29.2,9.2,,2.14,14,44.3,98,42.7,665795,41.3,41.9,44.3,49.3,,RHH,R,Edward Cabrera,CHC,batter_hand
2.54,3.82,0.64,0.57,4.56,13.8,6.4,,2.02,14,43.7,98.5,36.6,665871,47.3,38.5,43.7,47.2,,RHH,R,Javier Assad,CHC,batter_hand
0,10.31,0,1.08,13.04,0,33.3,,0.56,3,,,,,,,,,,RHH,,Carlos Cortes,,batter_hand
12.27,5.29,0,1.15,6.95,21.7,26.1,,1.83,2,48.6,106.4,49.1,666129,41.5,37.7,48.6,66.1,,RHH,R,Braxton Garrett,MIA,batter_hand
3.38,5.24,2.25,0.72,4.01,32.7,12.9,,3,8,44.4,101.7,41.8,666142,40.3,35.6,44.4,57.3,,RHH,R,Cole Ragans,KCR,batter_hand
5.09,5.26,1.53,0.79,5.46,17.9,11.5,,0.48,37,,,,,,,,,,RHH,,George Soriano,,batter_hand
2.25,3.86,0,0.32,5.38,0,7.7,,1.33,3,,,,,,,,,,RHH,,Gregory Santos,,batter_hand
3.6,4.11,1.2,0.62,3.9,25.8,8.1,,0.45,33,,,,,,,,,,RHH,,Juan Morillo,,batter_hand
0,4.42,0,0.78,5.85,14.3,10.7,,0.48,11,,,,,,,,,,RHH,,Joel Peguero,,batter_hand
3.6,3.21,0.9,0.46,3.12,26.2,7.5,,0.56,36,,,,,,,,,,RHH,,Camilo Doval,,batter_hand
2.12,3.29,0.53,0.48,3.95,21.9,9.4,,0.52,33,45,87.6,34.1,667463,43.1,47.1,45,44.1,,RHH,R,John King,MIA,batter_hand
2.79,2.65,0.37,0.54,3.31,29.5,10.4,,2.69,18,51.8,103.3,47.5,667755,49.2,48.3,51.8,57.7,,RHH,R,Jose Soriano,LAA,batter_hand
7.13,4.02,2.04,0.78,2.88,27.6,1.3,,0.57,31,,,,,,,,,,RHH,,Cole Winn,,batter_hand
20.25,2.36,0,0.9,3.5,33.3,16.7,,1.33,1,61.9,107.2,68,668881,42.7,66.9,61.9,69.9,,RHH,R,Hunter Greene,CIN,batter_hand
8.1,5.81,1.62,1.08,6.11,10.8,9.6,,0.72,23,51.3,98.1,49.6,668964,49.9,55.3,51.3,47.8,,RHH,R,Tobias Myers,NYM,batter_hand
4.5,5.83,2,0.79,4.55,20.8,12.5,,0.69,26,54.5,107,48.9,669020,56.6,47.8,54.5,60.5,,RHH,R,Ryan Rolison,CHC,batter_hand
4.13,3.31,0.94,0.64,3.6,27.3,8,,4.24,18,43.7,98.1,42.7,669022,43.7,36.6,43.7,51.7,,RHH,R,MacKenzie Gore,TEX,batter_hand
2.89,3.91,0.48,0.46,4.36,24.3,17.1,,0.81,23,42.8,99.5,38.9,669084,40.4,31.8,42.8,57.1,,RHH,R,DL Hall,MIL,batter_hand
3.6,3.51,0.9,0.61,4.03,30,12.5,,0.48,21,,,,,,,,,,RHH,,Jeremiah Estrada,,batter_hand
12,6.78,3,0.91,4.97,9.1,0,,3,1,,,,,,,,,,RHH,,Jonathan Heasley,,batter_hand
2.87,3.71,1.15,0.67,3.86,20.8,2.8,,2.61,18,47,99.4,48.9,669302,44,41.6,47,55.4,,RHH,R,Logan Gilbert,SEA,batter_hand
3.86,3.88,0.81,0.67,4.28,17.8,7.6,,2.61,17,48.1,102.5,46.1,669358,47.3,39.3,48.1,58.7,,RHH,R,Shane Baz,BAL,batter_hand
3.02,2.93,1.07,0.57,2.74,29.8,3.1,,4.61,11,48.6,99.6,53.6,669373,45.8,44.5,48.6,55.2,,RHH,R,Tarik Skubal,DET,batter_hand
5.61,4.57,1.18,0.78,5.13,15.6,8.2,,3.81,16,46.2,99,45.3,669432,47.8,41.1,46.2,51,,RHH,R,Trevor Rogers,BAL,batter_hand
4.08,5.09,2.04,0.9,4.38,19.8,4.9,,1.36,13,54.1,104.9,51,669438,50.5,55.1,54.1,55.6,,RHH,R,Mason Englert,TBR,batter_hand
4.24,4.87,1.46,0.82,4.71,19.6,9.8,,3.78,18,52.8,101.9,48.1,669461,51.4,49.9,52.8,57,,RHH,R,Matthew Liberatore,STL,batter_hand
2.61,4.08,0.87,0.8,4.29,13.3,4.4,,0.74,14,41.9,94.7,57,669724,58.7,28.4,41.9,45.2,,RHH,R,Brenan Hanifee,DET,batter_hand
0.59,1.54,0,0.41,2.54,34.4,8.2,,0.53,29,,,,,,,,,,RHH,,Colin Holderman,,batter_hand
2.7,6.11,2.7,0.71,3.12,46.2,23.1,,0.67,5,,,,,,,,,,RHH,,Julian Garcia,,batter_hand
12,11.78,6,1.58,6.15,18.8,6.2,,3,1,,,,,,,,,,RHH,,Johan Oviedo,,batter_hand
3.38,3.14,0.72,0.67,3.76,25,7.5,,2.33,16,46.6,99.8,44.8,671737,47.1,41.6,46.6,51.9,,RHH,R,Taj Bradley,MIN,batter_hand
0,-0.49,0,0.5,0.42,50,0,,0.56,3,,,,,,,,,,RHH,,Yovanny Cruz,,batter_hand
2.9,3.21,0.67,0.62,3.86,17.8,3.8,,2.24,18,48.8,100.2,46.1,672456,45.7,44.6,48.8,55.8,,RHH,R,Keider Montero,DET,batter_hand
12.15,8.06,2.7,1.22,5.53,11.8,14.7,,0.56,12,,,,,,,,,,RHH,,Angel Zerpa,,batter_hand
2.53,3.81,0.42,0.51,5.69,19.1,11.2,,0.69,31,,,,,,,,,,RHH,,Yoendrys Gomez,,batter_hand
3.72,5.08,0.93,0.67,5.46,14,4.7,,1.07,9,,,,,,,,,,RHH,,Osvaldo Bido,,batter_hand
2.7,4.01,0.9,0.65,4.53,25,13.6,,0.43,23,63.1,105.4,60.7,674444,41.3,61.1,63.1,81,,RHH,R,Steven Cruz,KCR,batter_hand
0,0.11,0,0.4,1.25,40,0,,1.33,1,,,,,,,,,,RHH,,Michael Grove,,batter_hand
1.88,2.99,0,0.53,4.38,23.8,13.9,,0.67,36,42.9,103.7,43.4,675848,38.3,34.9,42.9,55.4,,RHH,R,Juan Mejia,COL,batter_hand
7.45,5.28,2.79,0.88,2.98,34.9,9.3,,1.21,8,33.2,97.8,24.2,675989,39.2,31.7,33.2,30.6,,RHH,R,Cody Bolton,HOU,batter_hand
9,4.44,0,1.12,5.96,5.6,11.1,,0.43,7,,,,,,,,,,RHH,,Codi Heuer,,batter_hand
2.45,3.93,1.05,0.52,4.48,16,4.3,,2.33,11,52.3,102.7,50.5,676083,52,48.8,52.3,56.6,,RHH,R,Janson Junk,MIA,batter_hand
33.75,20.36,13.5,1.93,4.28,30,10,,0.44,3,,,,,,,,,,RHH,,Jose Butto,,batter_hand
4.75,4.32,1.22,0.75,4.22,24.7,11.8,,3.69,18,48.4,100.4,46.8,676282,44.9,44.2,48.4,55.6,,RHH,R,Joey Cantillo,CLE,batter_hand
7.36,6.93,0,0.98,7.76,10,30,,0.46,8,,,,,,,,,,RHH,,Robert Garcia,,batter_hand
2.45,2.84,0,0.58,4.08,15.4,7.7,,1.22,3,,,,,,,,,,RHH,,Nolan Hoffman,,batter_hand
