ERA,FIP,HR9,OPS,xFIP,K_pct,BB_pct,F5_ERA,avg_IP,starts,OOR_faced,wRC_faced,PALS_faced,pitcher_id,ABQ_allowed,OBR_allowed,OSI_allowed,RCV_allowed,avg_pitches,split_value,pitcher_hand,pitcher_name,pitcher_team,split_dimension
3.6,2.3,0,0.63,,23.5,9.4,4.95,5,4,57.8,108,51.2,663567,60,56.5,57.1,55.9,90.2,Mid,R,Peter Lambert,HOU,osi_tier
1.02,2.99,0,0.63,,18.6,11.4,1.2,5.89,3,70,114.5,49.8,663567,72.5,66.9,65.6,59.1,94.7,High,R,Peter Lambert,HOU,abq_tier
3.4,4.8,1.7,0.63,,22.1,8.4,3.15,5.96,8,41.4,102.7,38.2,663567,39.2,36.3,44.6,57.8,93.8,Low,R,Peter Lambert,HOU,abq_tier
5.52,3.03,0.61,0.63,,26.8,11.3,5.4,4.89,3,52.7,101.3,52.6,663567,56,46.6,49.9,49.2,95,Mid,R,Peter Lambert,HOU,abq_tier
2.82,5.97,1.61,0.63,,16,14.9,3.15,5.58,4,63,110.5,52.2,663567,47.9,57.9,60.3,72,97.2,High,R,Peter Lambert,HOU,rcv_tier
2.83,3.62,1.26,0.63,,27.6,7.8,2.16,5.73,5,32.4,100,35.8,663567,50.1,26,38.6,44.7,92.4,Low,R,Peter Lambert,HOU,rcv_tier
4.03,3.07,0.62,0.63,,22.3,7.4,4.32,5.8,5,57.2,105.4,45.1,663567,51.4,53.8,53.7,55.2,93.6,Mid,R,Peter Lambert,HOU,rcv_tier
2.95,3.66,0,0.63,,16.5,15.4,4.5,5.33,4,75.4,111.1,61.9,663567,60.6,76.4,68,63.6,97,High,R,Peter Lambert,HOU,obr_tier
3.02,4.57,1.68,0.63,,23.6,7.9,2.2,5.96,9,37.6,102.5,35.1,663567,45.2,30.2,42,53.2,93.4,Low,R,Peter Lambert,HOU,obr_tier
7.2,0.5,0,0.63,,33.3,4.2,7.2,5,1,60.1,102,49.5,663567,49.8,53.7,52.9,54.5,90,Mid,R,Peter Lambert,HOU,obr_tier
3.26,4.08,1.12,0.63,,22.4,9.7,3.21,5.71,14,50,104.9,43.8,663567,49.9,45.1,50.2,56.3,94.2,R,R,Peter Lambert,HOU,hand
3.08,3.94,1.03,0.63,,24.8,11.5,4.32,5.27,5,42.1,100.2,47.5,663567,46.9,39,45.2,51.1,94.6,away,R,Peter Lambert,HOU,location
3.35,4.14,1.17,0.63,,21.1,8.7,2.6,5.96,9,54.4,107.6,41.8,663567,51.6,48.5,53,59.1,94,home,R,Peter Lambert,HOU,location
2.29,3.28,0.69,0.76,,16.6,4,3.9,6.56,6,39.1,98.6,36.5,663568,42.9,40.5,43.9,48.5,93.5,Low,R,Stephen Kolek,KCR,osi_tier
10.43,7.53,3.07,0.76,,12.3,8.2,9.9,3.67,4,59.3,105.5,47.1,663568,58,53.4,57.4,61.8,69,Mid,R,Stephen Kolek,KCR,osi_tier
13.5,4.6,0,0.76,,0,9.1,9,2,1,45.7,112.6,28.6,663568,86.3,39.9,55.8,52.1,51,High,R,Stephen Kolek,KCR,abq_tier
3.07,3.78,1.02,0.76,,17.8,5.2,4.63,6.29,7,43.7,99.6,39.9,663568,42.7,43.4,46.6,53.2,93.6,Low,R,Stephen Kolek,KCR,abq_tier
10.12,7.98,3.38,0.76,,7.7,5.1,10.8,4,2,60.1,102,49.5,663568,52.1,56.2,55.4,57.1,65.5,Mid,R,Stephen Kolek,KCR,abq_tier
9.64,8.03,3.86,0.76,,26.1,13,9,4.67,1,71.3,105.4,60.7,663568,41.3,61.1,63.1,81,94,High,R,Stephen Kolek,KCR,rcv_tier
4.68,3.74,1.08,0.76,,17.8,4.7,6.48,5,5,41.1,98.4,36.9,663568,52.5,40.5,44.8,44.3,81.4,Low,R,Stephen Kolek,KCR,rcv_tier
3.33,4.46,1.11,0.76,,9.6,4.3,5.4,6.08,4,48.8,104.1,40.5,663568,46.3,48.2,51.4,59,84,Mid,R,Stephen Kolek,KCR,rcv_tier
2.88,3.3,0.52,0.76,,12.7,3.7,4.8,5.72,6,39,103.5,34.4,663568,50.6,38.5,46.4,52.4,86,Low,R,Stephen Kolek,KCR,obr_tier
7.32,6.41,2.75,0.76,,18.9,7.8,8.55,4.92,4,59.5,98.2,50.2,663568,46.4,56.4,53.7,56,80.2,Mid,R,Stephen Kolek,KCR,obr_tier
4.5,4.43,1.33,0.76,,15.2,5.4,6.3,5.4,10,47.2,101.4,40.7,663568,48.9,45.6,49.3,53.8,83.7,R,R,Stephen Kolek,KCR,hand
4.3,4.36,1.57,0.76,,22.4,7.1,5.85,5.75,4,55.2,97.7,47.8,663568,43.4,52.3,50.2,52.9,90.8,away,R,Stephen Kolek,KCR,location
4.65,4.49,1.16,0.76,,9.5,4,6.6,5.17,6,41.9,103.8,36,663568,52.6,41.2,48.7,54.5,79,home,R,Stephen Kolek,KCR,location
6.43,3.96,1.29,0.73,,24.6,9.2,7.8,4.67,3,81.4,114.4,62,663623,58.5,82.6,74.5,76.7,87.7,High,R,Jake Irvin,WSN,osi_tier
5.73,4.33,1.64,0.73,,24.7,7.5,5.4,4.4,5,45.1,96.9,45.2,663623,43.4,44.6,47.7,54.2,80,Low,R,Jake Irvin,WSN,osi_tier
3.45,3.23,0.57,0.73,,27.1,12.9,4.2,5.22,3,66.8,108.7,59.5,663623,60.6,68,64.1,62.2,95.3,Mid,R,Jake Irvin,WSN,osi_tier
7.71,4.39,0.64,0.73,,20.3,15.9,9.6,4.67,3,76.3,113.7,59.9,663623,71.9,81.7,72.8,63.2,94.3,High,R,Jake Irvin,WSN,abq_tier
4.41,3.34,1.1,0.73,,26.6,7.2,4.37,4.67,7,52.1,100.9,50.3,663623,42.3,50.7,52.9,63.2,81.9,Low,R,Jake Irvin,WSN,abq_tier
3.6,6.1,3.6,0.73,,35,5,3.6,5,1,75.9,106.2,58.7,663623,62.7,75.3,65.4,55.9,93,Mid,R,Jake Irvin,WSN,abq_tier
5.49,2.64,0.46,0.73,,22.2,6.7,6.3,4.92,4,71.3,113.7,58.4,663623,48.7,67.2,68.3,83.6,87.5,High,R,Jake Irvin,WSN,rcv_tier
9,6.1,2.57,0.73,,27.8,13.9,9,3.5,2,45.2,85.5,37.7,663623,42.6,50.8,44.1,37.6,80,Low,R,Jake Irvin,WSN,rcv_tier
3.96,4.26,1.44,0.73,,27.5,10.8,3.96,5,5,58.8,105.6,56.3,663623,58.8,61,58.6,55.6,87.8,Mid,R,Jake Irvin,WSN,rcv_tier
6,4.43,1.12,0.73,,23.2,13.4,7.2,4.8,5,74.6,112.8,60.7,663623,63.2,78.2,70.6,67.1,92.2,High,R,Jake Irvin,WSN,obr_tier
4.26,3.63,1.42,0.73,,25.3,4,4.05,4.75,4,44.7,100.2,46.2,663623,44.3,42.8,49.4,60.6,78.5,Low,R,Jake Irvin,WSN,obr_tier
5.19,2.98,1.04,0.73,,31.7,9.8,5.4,4.33,2,58.9,94.4,51,663623,40.6,56.6,52,54.9,87,Mid,R,Jake Irvin,WSN,obr_tier
5.23,3.89,1.22,0.73,,25.4,9.6,5.73,4.7,11,60.9,104.9,53.7,663623,52.2,61.4,59.5,62.5,86.3,R,R,Jake Irvin,WSN,hand
3.77,3.8,1.26,0.73,,30.3,11.5,3.9,4.78,6,61.9,103.7,56.2,663623,49,61.8,58.2,60.7,88.7,away,R,Jake Irvin,WSN,location
7.04,4.01,1.17,0.73,,19.8,7.5,7.92,4.6,5,59.7,106.3,50.7,663623,56,60.9,61,64.8,83.4,home,R,Jake Irvin,WSN,location
8.56,6.61,3.29,0.88,,19.1,4.4,10.2,4.56,3,70.8,113.1,63,663903,46,72,67.9,78.7,83.3,High,R,Brady Singer,CIN,osi_tier
4.96,5.22,1.84,0.88,,16.7,7.2,5.22,4.9,10,39.3,98,43.1,663903,41,33.3,41,49.8,87.3,Low,R,Brady Singer,CIN,osi_tier
2.75,5.95,2.29,0.88,,25,13.1,6.3,4.92,4,64.4,105.5,61,663903,48.9,57.3,55.7,58.9,90.8,Mid,R,Brady Singer,CIN,osi_tier
0,1.96,0,0.88,,28,8,0,7,1,64.5,110.3,58.9,663903,62.2,63.3,57.3,46.8,106,High,R,Brady Singer,CIN,abq_tier
5.65,6.19,2.48,0.88,,17.1,7.9,6.69,4.67,14,47.3,101.6,49.8,663903,40.6,41.8,47.1,57.9,85.4,Low,R,Brady Singer,CIN,abq_tier
4.5,4.5,1.8,0.88,,26.7,8.9,7.2,5,2,68,104.1,54.1,663903,56.8,65,59.7,55.8,92.5,Mid,R,Brady Singer,CIN,abq_tier
5.72,7.23,2.86,0.88,,13.5,9,8.1,4.72,6,59.4,109.8,58.5,663903,39.6,51.5,56.8,75.3,83.5,High,R,Brady Singer,CIN,rcv_tier
5.5,4.82,2,0.88,,25,8.3,5.4,4.5,4,33.3,92.2,34.4,663903,41.7,32.1,35.6,35.4,84.5,Low,R,Brady Singer,CIN,rcv_tier
4.25,4.77,1.75,0.88,,20.4,7,5.4,5.14,7,53.4,102,53.7,663903,48.5,48.7,50.4,53.7,92.4,Mid,R,Brady Singer,CIN,rcv_tier
5.26,5.28,2.1,0.88,,22.8,8.8,7.2,5.13,5,67.6,111.4,63.2,663903,47.8,68,63.4,69.3,89.8,High,R,Brady Singer,CIN,obr_tier
4.96,5.22,1.84,0.88,,16.7,7.2,5.22,4.9,10,39.3,98,43.1,663903,41,33.3,41,49.8,87.3,Low,R,Brady Singer,CIN,obr_tier
4.7,9.36,4.7,0.88,,21.1,10.5,9.9,3.83,2,66.1,102.3,58.6,663903,47.3,52.5,54.7,62.5,82,Mid,R,Brady Singer,CIN,obr_tier
5.03,5.63,2.19,0.88,,19,8,6.35,4.84,17,50.8,102.4,50.8,663903,43.8,45.8,49.2,57,87.4,R,R,Brady Singer,CIN,hand
6.75,5.25,2.18,0.88,,20.3,6.6,8,4.59,9,52.4,104.9,52.9,663903,44.9,50,53.4,63.4,87.1,away,R,Brady Singer,CIN,location
3.29,6,2.2,0.88,,17.5,9.6,4.5,5.12,8,48.9,99.6,48.4,663903,42.4,41,44.4,49.8,87.8,home,R,Brady Singer,CIN,location
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,Low,R,Tyler Holton,DET,osi_tier
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,Low,R,Tyler Holton,DET,abq_tier
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,Low,R,Tyler Holton,DET,rcv_tier
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,Low,R,Tyler Holton,DET,obr_tier
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,R,R,Tyler Holton,DET,hand
0,0.7,0,0.78,,25,0,0,0.83,2,30.7,92.6,34,663947,41.9,31.9,33.6,29.7,19.5,home,R,Tyler Holton,DET,location
6,5.4,1.67,0.72,,17.8,11,5.4,4.5,6,38,92.4,35.9,663969,44.3,37,42.4,47.4,73.3,Low,R,Tyler Phillips,MIA,osi_tier
2.45,4.6,1.23,0.72,,3.7,0,3.6,7.33,1,60.1,102,49.5,663969,50.8,54.8,54,55.6,97,Mid,R,Tyler Phillips,MIA,osi_tier
7.36,6.1,2.05,0.72,,16,11,6.48,4.4,5,40,94.7,37.4,663969,40.8,40.7,44.4,51.3,74,Low,R,Tyler Phillips,MIA,abq_tier
1.46,3.67,0.73,0.72,,13.3,4.4,1.8,6.17,2,43.9,91.5,39.1,663969,56.1,36.5,43.3,41.9,83.5,Mid,R,Tyler Phillips,MIA,abq_tier
13.5,7.6,2.7,0.72,,11.1,11.1,9,3.33,1,45.2,101.9,32.8,663969,41.5,37.6,49,67.3,71,High,R,Tyler Phillips,MIA,rcv_tier
4.94,5.09,1.52,0.72,,19,11,4.68,4.73,5,36.5,90.6,36.6,663969,44.8,36.8,41.1,43.5,73.8,Low,R,Tyler Phillips,MIA,rcv_tier
2.45,4.6,1.23,0.72,,3.7,0,3.6,7.33,1,60.1,102,49.5,663969,50.8,54.8,54,55.6,97,Mid,R,Tyler Phillips,MIA,rcv_tier
6,5.4,1.67,0.72,,17.8,11,5.4,4.5,6,38,92.4,35.9,663969,44.3,37,42.4,47.4,73.3,Low,R,Tyler Phillips,MIA,obr_tier
2.45,4.6,1.23,0.72,,3.7,0,3.6,7.33,1,60.1,102,49.5,663969,50.8,54.8,54,55.6,97,Mid,R,Tyler Phillips,MIA,obr_tier
5.24,5.23,1.57,0.72,,15.2,9,5.14,4.9,7,41.2,93.8,37.9,663969,45.2,39.5,44.1,48.6,76.7,R,R,Tyler Phillips,MIA,hand
8.24,6.41,2.29,0.72,,10.3,6.9,8.1,4.92,4,43.5,97,40.6,663969,41.2,41.1,45.6,54,79.8,away,R,Tyler Phillips,MIA,location
1.23,3.65,0.61,0.72,,22.4,12.1,1.2,4.89,3,38.1,89.5,34.2,663969,50.5,37.4,42.1,41.4,72.7,home,R,Tyler Phillips,MIA,location
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,Low,R,Cody Ponce,TOR,osi_tier
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,Low,R,Cody Ponce,TOR,abq_tier
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,Low,R,Cody Ponce,TOR,rcv_tier
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,Low,R,Cody Ponce,TOR,obr_tier
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,R,R,Cody Ponce,TOR,hand
3.86,1.81,0,0.42,,30,10,3.6,2.33,1,4.7,99.4,24.7,664074,38.4,32.4,29.3,19.3,47,home,R,Cody Ponce,TOR,location
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,Mid,R,Pete Fairbanks,MIA,osi_tier
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,Low,R,Pete Fairbanks,MIA,abq_tier
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,High,R,Pete Fairbanks,MIA,rcv_tier
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,High,R,Pete Fairbanks,MIA,obr_tier
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,R,R,Pete Fairbanks,MIA,hand
27,17.1,9,0.86,,14.3,14.3,7.2,1,1,68.9,105.1,81.3,664126,38.5,69.9,63,72.6,27,away,R,Pete Fairbanks,MIA,location
5.35,4.33,1.17,0.72,,17.2,8.1,5.95,5.31,13,37.1,97.6,40.4,664285,41.1,36.3,41.6,48.1,88.8,Low,R,Framber Valdez,DET,osi_tier
1.99,3.42,0.57,0.72,,18.7,8.1,1.44,6.33,5,62.3,102.7,64.8,664285,47.3,60.1,59.2,66.8,90.6,Mid,R,Framber Valdez,DET,osi_tier
4.83,4.18,1.13,0.72,,18.3,8.1,5.18,5.48,16,42.8,99.2,46,664285,41.1,41.9,45.6,53.1,89.4,Low,R,Framber Valdez,DET,abq_tier
0.69,3.1,0,0.72,,12,8,0.9,6.5,2,55.1,97.8,56.9,664285,56.9,50.9,53.7,54.9,89,Mid,R,Framber Valdez,DET,abq_tier
5.65,4.5,1.26,0.72,,16.8,8,5.04,5.73,5,58.5,108.4,60.3,664285,40.1,53.1,57.6,75.2,87.4,High,R,Framber Valdez,DET,rcv_tier
6.3,5.63,1.8,0.72,,17.5,11.2,6.9,5,6,33.1,89.6,34.5,664285,42.8,34.8,35.6,31.5,88.2,Low,R,Framber Valdez,DET,rcv_tier
1.93,2.6,0.21,0.72,,18.3,5.7,2.57,6,7,43.4,100.4,48.7,664285,44.9,42.5,47.9,56.3,91.7,Mid,R,Framber Valdez,DET,rcv_tier
1.5,3.02,0.75,0.72,,28.3,8.7,0.9,6,2,65,106.1,74.7,664285,40.8,68.8,62.8,71.6,93,High,R,Framber Valdez,DET,obr_tier
5.02,4.06,1,0.72,,16,7.1,5.82,5.51,13,37.4,98.4,42.2,664285,42.9,35.8,42.5,50,88.7,Low,R,Framber Valdez,DET,obr_tier
3.18,4.69,1.06,0.72,,18.1,12.5,2.4,5.67,3,59.3,97,50.5,664285,44.2,56.2,52.8,55.3,89.7,Mid,R,Framber Valdez,DET,obr_tier
4.29,4.04,0.98,0.72,,17.6,8.1,4.7,5.59,18,44.1,99,47.2,664285,42.9,42.9,46.5,53.3,89.3,R,R,Framber Valdez,DET,hand
4.06,3.62,0.78,0.72,,19.4,8.3,3.96,5.77,10,44.8,97.6,48.2,664285,41.1,44.2,46.3,52.6,92.2,away,R,Framber Valdez,DET,location
4.6,4.61,1.26,0.72,,15.3,7.9,5.62,5.38,8,43.3,100.8,45.9,664285,45,41.2,46.7,54.2,85.8,home,R,Framber Valdez,DET,location
12.54,7.92,1.93,1.03,,8.3,18.8,14.4,3.11,3,24.5,99.1,27.8,664299,34.6,28.8,35.8,44.7,58.7,Low,R,Cristian Javier,HOU,osi_tier
12.54,7.92,1.93,1.03,,8.3,18.8,14.4,3.11,3,24.5,99.1,27.8,664299,34.6,28.8,35.8,44.7,58.7,Low,R,Cristian Javier,HOU,abq_tier
14.73,6.1,0,1.03,,9.5,23.8,19.8,3.67,1,45.2,101.9,32.8,664299,41.5,37.6,49,67.3,82,High,R,Cristian Javier,HOU,rcv_tier
11.12,9.1,3.18,1.03,,7.4,14.8,11.7,2.83,2,14.1,97.7,25.3,664299,31.2,24.4,29.3,33.5,47,Low,R,Cristian Javier,HOU,rcv_tier
12.54,7.92,1.93,1.03,,8.3,18.8,14.4,3.11,3,24.5,99.1,27.8,664299,34.6,28.8,35.8,44.7,58.7,Low,R,Cristian Javier,HOU,obr_tier
12.54,7.92,1.93,1.03,,8.3,18.8,14.4,3.11,3,24.5,99.1,27.8,664299,34.6,28.8,35.8,44.7,58.7,R,R,Cristian Javier,HOU,hand
13.5,5.03,0,1.03,,11.1,18.5,16.2,2.33,2,25,100.6,28.8,664299,39.6,34.7,38.8,43.1,51,away,R,Cristian Javier,HOU,location
11.57,10.81,3.86,1.03,,4.8,19,10.8,4.67,1,23.5,96,25.9,664299,24.7,17.1,29.8,48,74,home,R,Cristian Javier,HOU,location
4.09,5.46,3.27,0.7,,37.2,4.7,6.3,5.5,2,27.8,88.4,32,665152,53.6,20.9,34.2,35.4,87.5,Low,R,Dean Kremer,BAL,osi_tier
1.5,4.43,1.5,0.7,,18.2,4.5,1.8,6,1,71.3,105.4,60.7,665152,42.1,62.3,64.4,82.7,79,Mid,R,Dean Kremer,BAL,osi_tier
3,4.18,1.5,0.7,,25,6.8,3.6,6,2,49.5,100.6,48,665152,45.3,43.4,50.7,63.2,87,Low,R,Dean Kremer,BAL,abq_tier
3.6,7.3,5.4,0.7,,42.9,0,7.2,5,1,27.7,80.9,28.7,665152,58.9,17.4,31.2,27.1,80,Mid,R,Dean Kremer,BAL,abq_tier
1.5,4.43,1.5,0.7,,18.2,4.5,1.8,6,1,71.3,105.4,60.7,665152,42.1,62.3,64.4,82.7,79,High,R,Dean Kremer,BAL,rcv_tier
4.09,5.46,3.27,0.7,,37.2,4.7,6.3,5.5,2,27.8,88.4,32,665152,53.6,20.9,34.2,35.4,87.5,Low,R,Dean Kremer,BAL,rcv_tier
4.09,5.46,3.27,0.7,,37.2,4.7,6.3,5.5,2,27.8,88.4,32,665152,53.6,20.9,34.2,35.4,87.5,Low,R,Dean Kremer,BAL,obr_tier
1.5,4.43,1.5,0.7,,18.2,4.5,1.8,6,1,71.3,105.4,60.7,665152,42.1,62.3,64.4,82.7,79,Mid,R,Dean Kremer,BAL,obr_tier
3.18,5.1,2.65,0.7,,30.8,4.6,4.8,5.67,3,42.3,94,41.5,665152,49.8,34.7,44.2,51.2,84.7,R,R,Dean Kremer,BAL,hand
4.5,3.93,1.5,0.7,,31.8,9.1,5.4,6,1,27.8,95.8,35.2,665152,48.4,24.4,37.1,43.7,95,away,R,Dean Kremer,BAL,location
2.45,5.74,3.27,0.7,,30.2,2.3,4.5,5.5,2,49.5,93.2,44.7,665152,50.5,39.9,47.8,54.9,79.5,home,R,Dean Kremer,BAL,location
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,Low,R,Luis Medina,ATH,osi_tier
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,Low,R,Luis Medina,ATH,abq_tier
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,Mid,R,Luis Medina,ATH,rcv_tier
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,Low,R,Luis Medina,ATH,obr_tier
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,R,R,Luis Medina,ATH,hand
0,1.6,0,0.76,,20,0,0,1.33,1,38.4,90.5,68.3,665622,40,41.5,45.9,55.2,18,away,R,Luis Medina,ATH,location
5.4,3.3,0,0.78,,16,12,5.4,5,1,68.3,116.5,65.2,665795,35.8,67,65.8,85.8,98,High,R,Edward Cabrera,CHC,osi_tier
5.13,5.08,1.96,0.78,,22.9,8.4,5.4,5.42,11,31.1,94.5,37.5,665795,38.2,34.2,37.7,41.4,86.9,Low,R,Edward Cabrera,CHC,osi_tier
4.7,5.71,1.17,0.78,,11.4,14.3,6.3,3.83,2,67.9,107.9,59.8,665795,53.2,63.7,61.6,65,74.5,Mid,R,Edward Cabrera,CHC,osi_tier
3,3.77,0,0.78,,12.5,12.5,7.2,3,1,64.5,110.3,58.9,665795,65.1,66.3,60,49,61,High,R,Edward Cabrera,CHC,abq_tier
5.19,5.08,1.82,0.78,,21.5,9.2,5.4,5.33,13,37,97.1,41.5,665795,38.3,38.8,41.8,47.8,87.8,Low,R,Edward Cabrera,CHC,abq_tier
9.45,6.78,2.7,0.78,,18.8,10.9,9,4.44,3,60.2,108.5,54.9,665795,40,51,57.6,77.7,88.7,High,R,Edward Cabrera,CHC,rcv_tier
4.11,4.81,1.61,0.78,,21.6,9.3,4.4,5.59,9,29.1,94,34,665795,37.5,34.4,36.1,37.1,86.3,Low,R,Edward Cabrera,CHC,rcv_tier
4.15,3.56,1.04,0.78,,22,7.3,5.4,4.33,2,51.4,100.4,63.6,665795,52.6,53.9,53,52.1,80,Mid,R,Edward Cabrera,CHC,rcv_tier
4.5,3.48,0,0.78,,14.6,12.2,6.3,4,2,66.4,113.4,62,665795,50.5,66.7,62.9,67.4,79.5,High,R,Edward Cabrera,CHC,obr_tier
5.2,5,1.84,0.78,,22.1,8.6,5.4,5.37,10,29.5,95.7,37.2,665795,38.2,32.6,37.6,42.8,86.7,Low,R,Edward Cabrera,CHC,obr_tier
5.06,6.29,2.53,0.78,,21.7,10.9,5.4,5.33,2,58.9,94.4,51,665795,39.6,55.3,51,54.2,88.5,Mid,R,Edward Cabrera,CHC,obr_tier
5.1,5.02,1.74,0.78,,21,9.4,5.53,5.17,14,39,98,42.7,665795,40.2,40.7,43.1,47.9,85.9,R,R,Edward Cabrera,CHC,hand
4.31,5.33,1.72,0.78,,21.4,12.2,4.2,5.22,6,38.1,96.4,43.8,665795,42,41.2,43.8,48.2,92.3,away,R,Edward Cabrera,CHC,location
5.71,4.78,1.76,0.78,,20.8,7.3,6.52,5.12,8,39.6,99.2,41.9,665795,38.8,40.4,42.5,47.7,81.1,home,R,Edward Cabrera,CHC,location
5.06,5.8,2.36,0.69,,15.5,4.5,5.4,5.33,5,31.6,95,35.6,665871,38.9,34.6,39.1,44.5,84.8,Low,R,Javier Assad,CHC,osi_tier
0,3.29,0,0.69,,13.9,11.1,0,5.17,2,52.9,107.3,39,665871,65.2,45,52.2,51.2,80,Mid,R,Javier Assad,CHC,osi_tier
0,3.1,0,0.69,,15.8,10.5,0,5.67,1,45.7,112.6,28.6,665871,82,37.9,53,49.5,80,High,R,Javier Assad,CHC,abq_tier
5.06,5.8,2.36,0.69,,15.5,4.5,5.4,5.33,5,31.6,95,35.6,665871,38.9,34.6,39.1,44.5,84.8,Low,R,Javier Assad,CHC,abq_tier
0,3.53,0,0.69,,11.8,11.8,0,4.67,1,60.1,102,49.5,665871,48.4,52.2,51.4,53,80,Mid,R,Javier Assad,CHC,abq_tier
0,1.93,0,0.69,,23.8,4.8,0,6,1,41,103.7,38.9,665871,44.9,26.1,46,69.6,85,High,R,Javier Assad,CHC,rcv_tier
5.13,6.1,2.39,0.69,,13.9,5.6,5.4,5.27,5,32.5,96.8,33.5,665871,46.3,37,40.5,40.5,83.8,Low,R,Javier Assad,CHC,rcv_tier
0,3.53,0,0.69,,11.8,11.8,0,4.67,1,60.1,102,49.5,665871,48.4,52.2,51.4,53,80,Mid,R,Javier Assad,CHC,rcv_tier
4.18,5.33,1.95,0.69,,15.5,5.4,4.5,5.39,6,33.9,97.9,34.4,665871,46.1,35.2,41.4,45.4,84,Low,R,Javier Assad,CHC,obr_tier
0,3.53,0,0.69,,11.8,11.8,0,4.67,1,60.1,102,49.5,665871,48.4,52.2,51.4,53,80,Mid,R,Javier Assad,CHC,obr_tier
3.65,5.1,1.7,0.69,,15.1,6.2,3.86,5.29,7,37.7,98.5,36.6,665871,46.4,37.6,42.9,46.4,83.4,R,R,Javier Assad,CHC,hand
5.14,5.05,1.71,0.69,,18.4,8,5.4,5.25,4,38.8,100.1,36.9,665871,49.9,34,44.6,53,82.5,away,R,Javier Assad,CHC,location
1.69,5.16,1.69,0.69,,10.2,3.4,1.8,5.33,3,36.2,96.3,36.1,665871,41.7,42.4,40.5,37.7,84.7,home,R,Javier Assad,CHC,location
14.54,6.33,0,1.12,,17.9,28.6,8.1,2.17,2,45.2,106.4,49.1,666129,42.9,39,50.1,67.9,64.5,Low,R,Braxton Garrett,MIA,osi_tier
14.54,6.33,0,1.12,,17.9,28.6,8.1,2.17,2,45.2,106.4,49.1,666129,42.9,39,50.1,67.9,64.5,Low,R,Braxton Garrett,MIA,abq_tier
33.75,9.85,0,1.12,,23.1,38.5,10.8,1.33,1,45.6,112.2,45.8,666129,38.7,33.2,49.4,75.5,64,High,R,Braxton Garrett,MIA,rcv_tier
6,4.77,0,1.12,,13.3,20,5.4,3,1,44.7,100.5,52.5,666129,47.1,44.9,50.9,60.3,65,Mid,R,Braxton Garrett,MIA,rcv_tier
14.54,6.33,0,1.12,,17.9,28.6,8.1,2.17,2,45.2,106.4,49.1,666129,42.9,39,50.1,67.9,64.5,Low,R,Braxton Garrett,MIA,obr_tier
14.54,6.33,0,1.12,,17.9,28.6,8.1,2.17,2,45.2,106.4,49.1,666129,42.9,39,50.1,67.9,64.5,R,R,Braxton Garrett,MIA,hand
33.75,9.85,0,1.12,,23.1,38.5,10.8,1.33,1,45.6,112.2,45.8,666129,38.7,33.2,49.4,75.5,64,away,R,Braxton Garrett,MIA,location
6,4.77,0,1.12,,13.3,20,5.4,3,1,44.7,100.5,52.5,666129,47.1,44.9,50.9,60.3,65,home,R,Braxton Garrett,MIA,location
