team,pitch_type,pitch_name,pa,ab,h,tb,bb,hbp,so,hr,k_pct,bb_pct,avg,obp,slg,iso,woba,hr_pct,window_start,window_end
ARI,CH,Changeup,530,488,100,175,24,3,98,16,18.49057,4.5283,0.20492,0.24144,0.35861,0.15369,0.2607,3.01887,2026-05-03,2026-08-31
ARI,CS,Slow Curve,1,1,0,0,0,0,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
ARI,CU,Curveball,186,171,41,58,11,3,52,2,27.95699,5.91398,0.23977,0.2957,0.33918,0.09942,0.28392,1.07527,2026-05-03,2026-08-31
ARI,EP,Eephus,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
ARI,FA,Fastball,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
ARI,FC,Cutter,301,265,79,119,28,3,37,7,12.29236,9.30233,0.29811,0.37037,0.44906,0.15094,0.36178,2.32558,2026-05-03,2026-08-31
ARI,FF,4-Seam Fastball,1215,1027,234,414,164,7,216,36,17.77778,13.49794,0.22785,0.33582,0.40312,0.17527,0.32928,2.96296,2026-05-03,2026-08-31
ARI,FS,Splitter,159,146,29,47,12,0,41,3,25.78616,7.54717,0.19863,0.25949,0.32192,0.12329,0.25726,1.88679,2026-05-03,2026-08-31
ARI,KC,Knuckle Curve,53,50,15,26,1,1,13,2,24.5283,1.88679,0.3,0.32075,0.52,0.22,0.36,3.77358,2026-05-03,2026-08-31
ARI,SI,Sinker,757,655,199,290,78,10,77,17,10.17173,10.30383,0.30382,0.38267,0.44275,0.13893,0.36465,2.24571,2026-05-03,2026-08-31
ARI,SL,Slider,545,500,121,204,32,6,120,17,22.01835,5.87156,0.242,0.29282,0.408,0.166,0.3064,3.11927,2026-05-03,2026-08-31
ARI,ST,Sweeper,300,264,49,73,22,10,90,4,30.0,7.33333,0.18561,0.27,0.27652,0.09091,0.2513,1.33333,2026-05-03,2026-08-31
ARI,SV,Slurve,12,12,4,4,0,0,3,0,25.0,0.0,0.33333,0.33333,0.33333,0.0,0.29667,0.0,2026-05-03,2026-08-31
ATH,CH,Changeup,471,437,97,130,27,2,105,7,22.29299,5.73248,0.22197,0.26866,0.29748,0.07551,0.25365,1.4862,2026-05-03,2026-08-31
ATH,CS,Slow Curve,2,1,0,0,0,1,1,0,50.0,0.0,0.0,0.5,0.0,0.0,0.36,0.0,2026-05-03,2026-08-31
ATH,CU,Curveball,153,143,34,53,5,4,55,2,35.94771,3.26797,0.23776,0.28289,0.37063,0.13287,0.28914,1.30719,2026-05-03,2026-08-31
ATH,EP,Eephus,17,15,5,9,1,1,0,1,0.0,5.88235,0.33333,0.41176,0.6,0.26667,0.43824,5.88235,2026-05-03,2026-08-31
ATH,FA,Fastball,3,1,1,2,1,0,0,0,0.0,33.33333,1.0,0.66667,2.0,1.0,0.65333,0.0,2026-05-03,2026-08-31
ATH,FC,Cutter,274,242,80,153,22,4,42,18,15.32847,8.0292,0.33058,0.38971,0.63223,0.30165,0.43467,6.56934,2026-05-03,2026-08-31
ATH,FF,4-Seam Fastball,1140,978,241,434,137,16,269,48,23.59649,12.01754,0.24642,0.34714,0.44376,0.19734,0.34989,4.21053,2026-05-03,2026-08-31
ATH,FS,Splitter,137,131,23,49,6,0,40,6,29.19708,4.37956,0.17557,0.21168,0.37405,0.19847,0.2546,4.37956,2026-05-03,2026-08-31
ATH,KC,Knuckle Curve,66,63,15,22,2,1,24,0,36.36364,3.0303,0.2381,0.27273,0.34921,0.11111,0.27439,0.0,2026-05-03,2026-08-31
ATH,SI,Sinker,841,760,209,293,67,11,113,18,13.43639,7.96671,0.275,0.34167,0.38553,0.11053,0.32497,2.14031,2026-05-03,2026-08-31
ATH,SL,Slider,523,480,104,171,32,9,142,15,27.15105,6.11855,0.21667,0.27778,0.35625,0.13958,0.28276,2.86807,2026-05-03,2026-08-31
ATH,ST,Sweeper,302,280,49,93,16,5,98,9,32.45033,5.29801,0.175,0.23179,0.33214,0.15714,0.25023,2.98013,2026-05-03,2026-08-31
ATH,SV,Slurve,16,14,5,8,2,0,5,1,31.25,12.5,0.35714,0.4375,0.57143,0.21429,0.44,6.25,2026-05-03,2026-08-31
ATL,CH,Changeup,449,416,91,144,29,1,76,12,16.9265,6.4588,0.21875,0.27009,0.34615,0.1274,0.27289,2.67261,2026-05-03,2026-08-31
ATL,CU,Curveball,239,221,52,96,10,4,68,11,28.45188,4.1841,0.23529,0.27615,0.43439,0.1991,0.30774,4.60251,2026-05-03,2026-08-31
ATL,EP,Eephus,9,8,4,8,1,0,0,1,0.0,11.11111,0.5,0.55556,1.0,0.5,0.64889,11.11111,2026-05-03,2026-08-31
ATL,FA,Fastball,7,7,3,8,0,0,1,1,14.28571,0.0,0.42857,0.42857,1.14286,0.71429,0.66286,14.28571,2026-05-03,2026-08-31
ATL,FC,Cutter,324,282,69,116,35,3,55,11,16.97531,10.80247,0.24468,0.33437,0.41135,0.16667,0.33225,3.39506,2026-05-03,2026-08-31
ATL,FF,4-Seam Fastball,1139,1014,217,344,107,8,294,29,25.81212,9.39421,0.214,0.292,0.33925,0.12525,0.28406,2.54609,2026-05-03,2026-08-31
ATL,FO,Forkball,7,7,1,1,0,0,4,0,57.14286,0.0,0.14286,0.14286,0.14286,0.0,0.12714,0.0,2026-05-03,2026-08-31
ATL,FS,Splitter,110,104,25,43,5,1,20,5,18.18182,4.54545,0.24038,0.28182,0.41346,0.17308,0.30555,4.54545,2026-05-03,2026-08-31
ATL,KC,Knuckle Curve,57,53,16,22,3,0,24,1,42.10526,5.26316,0.30189,0.33333,0.41509,0.11321,0.32737,1.75439,2026-05-03,2026-08-31
ATL,KN,Knuckleball,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
ATL,SI,Sinker,685,610,180,291,57,9,80,27,11.67883,8.32117,0.29508,0.36123,0.47705,0.18197,0.36722,3.94161,2026-05-03,2026-08-31
ATL,SL,Slider,465,438,107,192,21,2,144,20,30.96774,4.51613,0.24429,0.27957,0.43836,0.19406,0.31146,4.30108,2026-05-03,2026-08-31
ATL,ST,Sweeper,366,338,76,121,18,8,99,9,27.04918,4.91803,0.22485,0.27869,0.35799,0.13314,0.28284,2.45902,2026-05-03,2026-08-31
ATL,SV,Slurve,28,24,4,6,2,1,11,0,39.28571,7.14286,0.16667,0.25,0.25,0.08333,0.22929,0.0,2026-05-03,2026-08-31
BAL,CH,Changeup,491,465,115,187,22,1,117,15,23.82892,4.48065,0.24731,0.28163,0.40215,0.15484,0.29906,3.05499,2026-05-03,2026-08-31
BAL,CS,Slow Curve,1,1,0,0,0,0,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
BAL,CU,Curveball,200,183,39,69,12,3,59,8,29.5,6.0,0.21311,0.27136,0.37705,0.16393,0.28698,4.0,2026-05-03,2026-08-31
BAL,EP,Eephus,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
BAL,FC,Cutter,274,246,54,90,24,2,58,9,21.16788,8.75912,0.21951,0.29412,0.36585,0.14634,0.29537,3.28467,2026-05-03,2026-08-31
BAL,FF,4-Seam Fastball,1167,1002,231,416,139,11,280,42,23.99314,11.91088,0.23054,0.32788,0.41517,0.18463,0.32916,3.59897,2026-05-03,2026-08-31
BAL,FS,Splitter,134,123,30,52,7,2,35,5,26.1194,5.22388,0.2439,0.29323,0.42276,0.17886,0.31316,3.73134,2026-05-03,2026-08-31
BAL,KC,Knuckle Curve,50,47,11,15,2,0,13,1,26.0,4.0,0.23404,0.26,0.31915,0.08511,0.2552,2.0,2026-05-03,2026-08-31
BAL,SI,Sinker,685,587,172,261,82,11,108,18,15.76642,11.9708,0.29302,0.38743,0.44463,0.15162,0.36925,2.62774,2026-05-03,2026-08-31
BAL,SL,Slider,624,554,119,215,56,5,188,23,30.12821,8.97436,0.2148,0.28986,0.38809,0.17329,0.29855,3.6859,2026-05-03,2026-08-31
BAL,ST,Sweeper,301,269,54,90,23,8,99,8,32.89037,7.6412,0.20074,0.28239,0.33457,0.13383,0.27884,2.65781,2026-05-03,2026-08-31
BAL,SV,Slurve,8,6,1,1,1,1,3,0,37.5,12.5,0.16667,0.375,0.16667,0.0,0.2875,0.0,2026-05-03,2026-08-31
BOS,CH,Changeup,467,429,106,173,23,4,106,13,22.69807,4.92505,0.24709,0.28664,0.40326,0.15618,0.3005,2.78373,2026-05-03,2026-08-31
BOS,CS,Slow Curve,2,2,1,1,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.0,0.445,0.0,2026-05-03,2026-08-31
BOS,CU,Curveball,226,209,37,58,13,3,65,4,28.76106,5.75221,0.17703,0.23451,0.27751,0.10048,0.23137,1.76991,2026-05-03,2026-08-31
BOS,EP,Eephus,6,6,3,3,0,0,0,0,0.0,0.0,0.5,0.5,0.5,0.0,0.445,0.0,2026-05-03,2026-08-31
BOS,FA,Fastball,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
BOS,FC,Cutter,324,285,78,128,24,7,48,8,14.81481,7.40741,0.27368,0.34063,0.44912,0.17544,0.34519,2.46914,2026-05-03,2026-08-31
BOS,FF,4-Seam Fastball,1258,1062,266,463,152,22,290,40,23.05246,12.08267,0.25047,0.35256,0.43597,0.1855,0.34846,3.17965,2026-05-03,2026-08-31
BOS,FO,Forkball,1,1,0,0,0,0,1,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
BOS,FS,Splitter,146,137,31,52,6,1,35,4,23.9726,4.10959,0.22628,0.26207,0.37956,0.15328,0.27771,2.73973,2026-05-03,2026-08-31
BOS,KC,Knuckle Curve,59,55,15,31,1,0,18,3,30.50847,1.69492,0.27273,0.27119,0.56364,0.29091,0.34407,5.08475,2026-05-03,2026-08-31
BOS,KN,Knuckleball,3,3,2,4,0,0,1,0,33.33333,0.0,0.66667,0.66667,1.33333,0.66667,0.84667,0.0,2026-05-03,2026-08-31
BOS,SI,Sinker,663,587,183,272,55,13,61,15,9.2006,8.29563,0.31175,0.38262,0.46337,0.15162,0.37293,2.26244,2026-05-03,2026-08-31
BOS,SL,Slider,541,487,115,191,39,5,137,18,25.32348,7.20887,0.23614,0.29554,0.3922,0.15606,0.30297,3.32717,2026-05-03,2026-08-31
BOS,ST,Sweeper,275,250,58,109,10,8,77,13,28.0,3.63636,0.232,0.27941,0.436,0.204,0.31081,4.72727,2026-05-03,2026-08-31
BOS,SV,Slurve,15,11,1,1,3,1,3,0,20.0,20.0,0.09091,0.33333,0.09091,0.0,0.24533,0.0,2026-05-03,2026-08-31
CHC,CH,Changeup,477,440,98,150,32,0,122,8,25.57652,6.7086,0.22273,0.27254,0.34091,0.11818,0.27074,1.67715,2026-05-03,2026-08-31
CHC,CS,Slow Curve,3,3,0,0,0,0,2,0,66.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-03,2026-08-31
CHC,CU,Curveball,225,200,39,66,15,9,84,6,37.33333,6.66667,0.195,0.28,0.33,0.135,0.27469,2.66667,2026-05-03,2026-08-31
CHC,EP,Eephus,48,38,21,36,8,1,0,4,0.0,16.66667,0.55263,0.625,0.94737,0.39474,0.64396,8.33333,2026-05-03,2026-08-31
CHC,FA,Fastball,18,17,6,9,1,0,3,1,16.66667,5.55556,0.35294,0.38889,0.52941,0.17647,0.40222,5.55556,2026-05-03,2026-08-31
CHC,FC,Cutter,268,228,62,118,29,5,38,13,14.1791,10.8209,0.27193,0.35955,0.51754,0.24561,0.37798,4.85075,2026-05-03,2026-08-31
CHC,FF,4-Seam Fastball,1273,1091,260,488,168,7,270,53,21.20974,13.19717,0.23831,0.34225,0.4473,0.20898,0.34817,4.16339,2026-05-03,2026-08-31
CHC,FO,Forkball,4,2,0,0,1,1,2,0,50.0,25.0,0.0,0.5,0.0,0.0,0.3525,0.0,2026-05-03,2026-08-31
CHC,FS,Splitter,87,74,20,41,12,0,28,6,32.18391,13.7931,0.27027,0.36782,0.55405,0.28378,0.39598,6.89655,2026-05-03,2026-08-31
CHC,KC,Knuckle Curve,58,54,14,22,3,1,18,2,31.03448,5.17241,0.25926,0.31034,0.40741,0.14815,0.31776,3.44828,2026-05-03,2026-08-31
CHC,KN,Knuckleball,12,11,8,15,0,1,0,2,0.0,0.0,0.72727,0.75,1.36364,0.63636,0.88667,16.66667,2026-05-03,2026-08-31
CHC,SI,Sinker,762,651,188,269,93,16,93,15,12.20472,12.20472,0.28879,0.38976,0.41321,0.12442,0.35966,1.9685,2026-05-03,2026-08-31
CHC,SL,Slider,561,505,122,238,43,8,145,29,25.8467,7.66488,0.24158,0.30948,0.47129,0.2297,0.33937,5.16934,2026-05-03,2026-08-31
CHC,ST,Sweeper,319,292,68,121,18,5,88,12,27.58621,5.64263,0.23288,0.28527,0.41438,0.18151,0.30571,3.76176,2026-05-03,2026-08-31
CHC,SV,Slurve,29,28,7,16,1,0,8,2,27.58621,3.44828,0.25,0.27586,0.57143,0.32143,0.36138,6.89655,2026-05-03,2026-08-31
CHW,CH,Changeup,497,470,110,182,22,1,116,17,23.34004,4.42656,0.23404,0.26869,0.38723,0.15319,0.28676,3.42052,2026-05-03,2026-08-31
CHW,CU,Curveball,198,171,35,62,17,9,56,5,28.28283,8.58586,0.20468,0.30964,0.36257,0.15789,0.30426,2.52525,2026-05-03,2026-08-31
CHW,EP,Eephus,8,6,2,2,2,0,0,0,0.0,25.0,0.33333,0.5,0.33333,0.0,0.395,0.0,2026-05-03,2026-08-31
CHW,FA,Fastball,7,6,3,6,1,0,1,1,14.28571,14.28571,0.5,0.57143,1.0,0.5,0.65286,14.28571,2026-05-03,2026-08-31
CHW,FC,Cutter,300,257,66,118,36,3,47,13,15.66667,12.0,0.25681,0.35235,0.45914,0.20233,0.35596,4.33333,2026-05-03,2026-08-31
CHW,FF,4-Seam Fastball,1252,1076,254,478,152,12,307,50,24.52077,12.14058,0.23606,0.33547,0.44424,0.20818,0.34356,3.99361,2026-05-03,2026-08-31
CHW,FO,Forkball,2,2,1,1,0,0,1,0,50.0,0.0,0.5,0.5,0.5,0.0,0.445,0.0,2026-05-03,2026-08-31
CHW,FS,Splitter,154,147,31,54,4,1,52,6,33.76623,2.5974,0.21088,0.23377,0.36735,0.15646,0.26123,3.8961,2026-05-03,2026-08-31
CHW,KC,Knuckle Curve,56,50,14,20,3,1,16,1,28.57143,5.35714,0.28,0.32727,0.4,0.12,0.32,1.78571,2026-05-03,2026-08-31
CHW,SI,Sinker,692,613,173,264,60,15,108,20,15.60694,8.67052,0.28222,0.35942,0.43067,0.14845,0.35094,2.89017,2026-05-03,2026-08-31
CHW,SL,Slider,538,494,106,178,34,4,163,16,30.2974,6.3197,0.21457,0.26866,0.36032,0.14575,0.27823,2.97398,2026-05-03,2026-08-31
CHW,ST,Sweeper,246,218,52,98,18,8,75,11,30.4878,7.31707,0.23853,0.31837,0.44954,0.21101,0.33747,4.47154,2026-05-03,2026-08-31
CHW,SV,Slurve,4,4,1,1,0,0,0,0,0.0,0.0,0.25,0.25,0.25,0.0,0.2225,0.0,2026-05-03,2026-08-31
CIN,CH,Changeup,430,390,87,126,35,1,109,8,25.34884,8.13953,0.22308,0.28738,0.32308,0.1,0.27488,1.86047,2026-05-03,2026-08-31
CIN,CU,Curveball,263,236,41,60,22,4,102,4,38.78327,8.36502,0.17373,0.25475,0.25424,0.08051,0.2342,1.52091,2026-05-03,2026-08-31
CIN,EP,Eephus,5,4,1,1,1,0,0,0,0.0,20.0,0.25,0.4,0.25,0.0,0.316,0.0,2026-05-03,2026-08-31
CIN,FA,Fastball,9,8,5,9,1,0,0,1,0.0,11.11111,0.625,0.66667,1.125,0.5,0.74778,11.11111,2026-05-03,2026-08-31
CIN,FC,Cutter,234,208,60,129,19,5,38,18,16.23932,8.11966,0.28846,0.35897,0.62019,0.33173,0.41692,7.69231,2026-05-03,2026-08-31
CIN,FF,4-Seam Fastball,1168,1012,229,426,139,7,300,50,25.68493,11.90068,0.22628,0.32189,0.42095,0.19466,0.32876,4.28082,2026-05-03,2026-08-31
CIN,FO,Forkball,3,2,0,0,1,0,1,0,33.33333,33.33333,0.0,0.33333,0.0,0.0,0.23,0.0,2026-05-03,2026-08-31
CIN,FS,Splitter,110,102,24,40,6,1,39,3,35.45455,5.45455,0.23529,0.28182,0.39216,0.15686,0.295,2.72727,2026-05-03,2026-08-31
CIN,KC,Knuckle Curve,48,46,11,17,2,0,15,1,31.25,4.16667,0.23913,0.27083,0.36957,0.13043,0.28167,2.08333,2026-05-03,2026-08-31
CIN,SI,Sinker,748,656,178,271,70,6,107,21,14.30481,9.35829,0.27134,0.34324,0.41311,0.14177,0.33489,2.80749,2026-05-03,2026-08-31
CIN,SL,Slider,507,469,93,178,31,4,156,22,30.76923,6.1144,0.19829,0.25247,0.37953,0.18124,0.27787,4.33925,2026-05-03,2026-08-31
CIN,ST,Sweeper,378,339,70,120,26,9,130,10,34.39153,6.87831,0.20649,0.27926,0.35398,0.14749,0.28295,2.6455,2026-05-03,2026-08-31
CIN,SV,Slurve,29,25,6,8,3,0,10,0,34.48276,10.34483,0.24,0.31034,0.32,0.08,0.28172,0.0,2026-05-03,2026-08-31
CLE,CH,Changeup,481,455,94,135,18,0,101,8,20.99792,3.7422,0.20659,0.23431,0.2967,0.09011,0.23477,1.6632,2026-05-03,2026-08-31
CLE,CS,Slow Curve,1,1,1,2,0,0,0,0,0.0,0.0,1.0,1.0,2.0,1.0,1.27,0.0,2026-05-03,2026-08-31
CLE,CU,Curveball,183,164,41,73,11,5,59,7,32.24044,6.01093,0.25,0.31492,0.44512,0.19512,0.33315,3.82514,2026-05-03,2026-08-31
